year,side,apr_departures_per_day,jun_departures_per_day,apr_seats_per_day,jun_seats_per_day,apr_passengers_per_day,jun_passengers_per_day,apr_routes,jun_routes,departure_retention_apr_to_jun,seat_retention_apr_to_jun,passenger_retention_apr_to_jun,route_retention_apr_to_jun,jun_passengers_per_departure,jun_load_factor,same_month_2024_seat_retention,same_month_2024_passenger_retention,same_month_2024_route_retention
2024,arr,132.16666666666666,143.16666666666666,23951.633333333335,26620.433333333334,20657.8,22750.1,81,89,1.0832282471626733,1.1114245514223804,1.10128377658802,1.0987654320987654,158.90640279394646,0.8546104308344592,1.1114245514223804,1.10128377658802,1.0987654320987654
2024,dep,133.06666666666666,144.33333333333334,24125.833333333332,26848.2,19999.2,24354.2,83,90,1.0846693386773547,1.1128403163966702,1.217758710348414,1.0843373493975903,168.73579676674365,0.9071073666018579,1.1128403163966702,1.217758710348414,1.0843373493975903
2025,arr,136.33333333333334,139.5,25317.566666666666,26504.166666666668,21218.033333333333,20690.566666666666,87,94,1.0232273838630805,1.0468686432477057,0.9751406429436595,1.0804597701149425,148.3194743130227,0.7806533563905046,1.1114245514223804,1.10128377658802,1.0987654320987654
2025,dep,137.63333333333333,140.13333333333333,25551.733333333334,26598.366666666665,20935.166666666668,22922.433333333334,87,96,1.018164204407847,1.0409613437835918,1.094924807540741,1.103448275862069,163.57588011417698,0.8617985314887756,1.1128403163966702,1.217758710348414,1.0843373493975903
