airport,side,cancel_rate_cap_20250616_1025,cancel_rate_extension_20251026_1231,cancel_rate_interim_20250520_0615,cancel_rate_pre_20250101_0414,cancel_rate_stress_20250415_0519,delay15_rate_cap_20250616_1025,delay15_rate_extension_20251026_1231,delay15_rate_interim_20250520_0615,delay15_rate_pre_20250101_0414,delay15_rate_stress_20250415_0519,nas_delay_per_scheduled_op_cap_20250616_1025,nas_delay_per_scheduled_op_extension_20251026_1231,nas_delay_per_scheduled_op_interim_20250520_0615,nas_delay_per_scheduled_op_pre_20250101_0414,nas_delay_per_scheduled_op_stress_20250415_0519,ops_per_day_cap_20250616_1025,ops_per_day_extension_20251026_1231,ops_per_day_interim_20250520_0615,ops_per_day_pre_20250101_0414,ops_per_day_stress_20250415_0519,ops_per_day_change,cancel_rate_change,delay15_rate_change,nas_delay_per_scheduled_op_change
MSP,dep,0.005321345015826414,0.02065306963329213,0.002780249110320285,0.007327715418179396,0.004402861860209136,0.19033344094451873,0.2217722850381278,0.164380506300881,0.17461329396369493,0.18297401879491432,2.9292857470526172,5.196847960444994,2.670373665480427,3.0178529793824733,3.5442120711796,330.2878787878788,289.7910447761194,333.037037037037,288.6826923076923,311.48571428571427,21.551322751322743,-0.001622612749888851,-0.01859351249403332,-0.873838405699173
MSY,arr,0.009015821312238251,0.011626666666666667,0.011060156460749933,0.03125,0.009176065761804627,0.2358983389094324,0.22987265270882798,0.2785051827605019,0.21311475409836064,0.22110746671811693,2.294439274080968,2.2725333333333335,3.5060695980577288,3.106813524590164,3.133817625692984,130.24242424242425,139.92537313432837,137.2962962962963,150.15384615384616,149.45714285714286,-12.16084656084655,0.0018840906989453059,0.05739771604238497,0.3722519723647446
MSY,dep,0.010063405270199523,0.01312,0.011596548004314994,0.033107069672131145,0.01070541005543873,0.22076624750264426,0.23076091655858194,0.2791268758526603,0.208424398966819,0.2195169082125604,3.5385376068873247,3.5534933333333334,5.4045307443365695,2.9123975409836067,4.379468552857962,130.2348484848485,139.92537313432837,137.33333333333334,150.15384615384616,149.45714285714286,-12.123809523809513,0.0008911379488762642,0.05960996764009993,1.0250621914786073
OAK,arr,0.005664805373472526,0.012096077414895455,0.0054446460980036296,0.00696101829753381,0.005235602094240838,0.21087328070318223,0.21182438341787652,0.22445255474452555,0.13448828359703585,0.17894736842105263,0.6166545277980092,0.5507171245895974,1.0261343012704174,0.6609984089101034,0.5847340865252135,93.61363636363636,86.3731343283582,102.03703703703704,96.6923076923077,103.68571428571428,-1.6486772486772452,0.00020904400376279154,0.04550518632347292,0.44140021474520386
OAK,dep,0.005418958265933355,0.012264639834168251,0.003265602322206096,0.00626553953257086,0.0035842293906810036,0.22704724729608847,0.24239244491080797,0.21696396068438295,0.15002001601281026,0.16242390702822357,1.4200905855710126,2.142684401451028,1.5424528301886793,1.1260069617105917,1.2594430658946787,93.66666666666667,86.40298507462687,102.07407407407408,96.6826923076923,103.62857142857143,-1.5544973544973573,-0.00031862706847490775,0.05454005365615938,0.2830097642940006
ORD,arr,0.01586567727717546,0.038781608456768306,0.0044667345819293155,0.016199186214109873,0.005407667299707084,0.27526268810974175,0.3011097740339618,0.23299748110831234,0.21107495235255222,0.19013560309395125,6.020681630797445,8.80993156186743,4.279641093958154,4.429354966262324,2.8026201435606914,983.1590909090909,929.044776119403,945.2592592592592,753.8365384615385,887.6285714285714,57.63068783068786,-0.0009409327177777689,0.04286187801436109,1.4770209503974625
ORD,dep,0.014785764367771811,0.03753794754003566,0.0033300685602350635,0.014833805260069896,0.0048942267443732495,0.27873275565426847,0.2930407209612817,0.22275943396226416,0.21168062766219137,0.17819123119236369,3.7707397505143043,6.131246285558251,3.1627032321253674,3.743144307543175,3.6510609524422835,983.2348484848485,929.2089552238806,945.3703703703703,753.8653846153846,887.3428571428572,58.02751322751317,-0.001564158184138186,0.04456820276990048,-0.48835772031691604
PDX,arr,0.006499420433846663,0.010349172066234702,0.005943840951014552,0.008265538561666124,0.0031892274982282067,0.1979665819409142,0.21787760298263162,0.211340206185567,0.16760729754560966,0.17116956985424814,1.5038499751614505,2.015838732901368,1.8024185283869645,1.6965831435079726,1.2473423104181431,183.0,165.8507462686567,180.7037037037037,147.7403846153846,161.25714285714287,19.44656084656083,0.0027546134527863457,0.04017063633131887,0.5550762179688213
PDX,dep,0.0068722831711860895,0.009985606333213387,0.005540734660373486,0.007614213197969543,0.0030093821915383252,0.1725374129809496,0.1769195820081781,0.16879900949236484,0.13292674929503573,0.12908380681818182,2.7981370316704615,2.712396545519971,2.9835830084137083,1.8848756995965117,2.8674101610904583,182.99242424242425,165.91044776119404,180.4814814814815,147.75,161.4,19.08148148148149,0.002531352468835161,0.03971520267418302,0.11617284732324995
PHL,arr,0.023172485942199554,0.020606857006331383,0.00864516129032258,0.023064783717071987,0.016484607745779544,0.25850759056467376,0.23979996340794046,0.26343876090068985,0.2159632191525494,0.25514943457189015,4.230495619197071,2.2920200692868233,3.369290322580645,2.622344515032574,4.248659384309831,289.65909090909093,249.88059701492537,287.037037037037,237.625,287.7142857142857,-0.6772486772487127,-0.007839446455456964,0.008289326328799695,-0.8793690617291858
PHL,dep,0.02334640522875817,0.020909253838341597,0.007997936016511867,0.02294989071480612,0.01658061953931692,0.2670449982600316,0.2471169686985173,0.23498049414824448,0.19437424914039522,0.23190307925290257,4.336,5.418005854591074,5.6568627450980395,4.577713915648021,4.7724384432088955,289.77272727272725,249.83582089552237,287.1111111111111,237.55769230769232,287.77142857142854,-0.660317460317458,-0.008582683522805052,0.0030774148953419123,0.884424301889144
PHX,arr,0.007735843253052813,0.012820173931431894,0.004693191370131689,0.007336200354161397,0.0046230266069935575,0.20852772051643703,0.22125528838429817,0.21577873178971074,0.16709140332993544,0.18340827115964228,1.6240810802497616,3.764928233459332,1.5386662930792938,1.691221856817607,1.6915359268184724,492.59090909090907,564.6417910447761,528.7407407407408,570.1442307692307,580.9428571428572,-52.20211640211642,7.016476313813184e-05,0.03237046063006846,-0.1528696337391786
PHX,dep,0.006661333497430848,0.012584269662921348,0.00392019600980049,0.006053860811790695,0.004030870569729146,0.22970775449519118,0.2339286192401403,0.22967179703422588,0.17652946964812866,0.19352450520704803,1.9676163810344298,2.0954395241242563,2.261603080154008,1.4483904150014333,2.5131986432679545,492.43939393939394,564.5522388059702,529.074074074074,570.2019230769231,581.2285714285714,-52.15449735449738,-0.00011067455992865537,0.03614729182717785,-0.2515955631139466
PIT,arr,0.01810146506841022,0.017639429312581063,0.003572491813039595,0.014175600248073005,0.014668218859138533,0.2386090387816758,0.2372590440982308,0.24619061846429638,0.197807135795812,0.21691871455576558,2.524337086814384,2.1603112840466925,1.9770765108663293,2.228581554000177,2.9257275902211872,125.13636363636364,115.07462686567165,124.4074074074074,108.52884615384616,122.71428571428571,1.6931216931216966,-0.011095727046098939,0.029271903908530794,-0.9486510793548579
PIT,dep,0.01622374235728555,0.017498379779650033,0.0023823704586063135,0.015327367768228937,0.01047242262043286,0.1813426866039013,0.18350923482849604,0.16955223880597015,0.15296023034011158,0.15874882408278457,4.192505599612567,5.737653920933247,4.456521739130435,4.337467883405688,4.928322085175704,125.14393939393939,115.14925373134328,124.37037037037037,108.52884615384616,122.77142857142857,1.5989417989417944,-0.008090052161826546,0.010803414723185578,-0.47180034604526977
RDU,arr,0.01627804663440387,0.017450682852807285,0.006103286384976526,0.018372881355932204,0.008762117822520506,0.24468296561319816,0.25,0.23712801133679737,0.19517922508460528,0.22663155914989655,2.5970083589969204,2.6673937784522,2.4511737089201877,2.0307118644067796,2.6621923937360177,154.97727272727272,157.37313432835822,157.77777777777777,141.82692307692307,153.25714285714287,4.520634920634905,-0.0026588314375439806,0.010496452186900818,-0.21101868481582997
RDU,dep,0.018083182640144666,0.01877133105802048,0.005397793945083313,0.01959189207511355,0.011376352107422603,0.22174107809466925,0.21961352657004832,0.18971212836243512,0.16505324298160698,0.18204112431616676,5.095596500659791,4.811149032992036,4.851678009856841,3.2091383635007795,5.678105184632599,155.00757575757575,157.43283582089552,157.8148148148148,141.83653846153845,153.2,4.614814814814821,-0.00597855816233929,0.007671004046268359,-0.8264271747757581
RSW,arr,0.011150806538919563,0.01622863708171765,0.004721435316336166,0.013890974620813935,0.004460551993309172,0.21250273702649441,0.25547445255474455,0.22058823529411764,0.23102109190588593,0.20078409409129094,2.400887734112807,4.478672985781991,2.751180358829084,4.724132752665565,2.9297463061053803,69.97727272727273,103.92537313432835,78.44444444444444,128.05769230769232,102.48571428571428,-24.041269841269838,0.000260883323026994,0.019804141202826697,-0.17856594727629638
RSW,dep,0.01299545159194282,0.016398158803222096,0.003770028275212064,0.0147920108124343,0.0055617352614015575,0.19815668202764977,0.21921614507165837,0.18732261116367077,0.20181388613672738,0.17645413870246085,3.9744422785358458,4.352704257767549,4.474552309142319,3.3677729388797117,5.0937152391546165,69.95454545454545,103.76119402985074,78.5925925925926,128.05769230769232,102.74285714285715,-24.150264550264552,-0.0017917069861894935,0.010868472461209921,-0.6191629300122976
SAN,arr,0.008878016601616185,0.01973212809347958,0.0054601145292315885,0.010018859028760018,0.0052999788000848,0.2508111705815469,0.28276637615968514,0.24531333690412427,0.21665277612414177,0.21579283887468031,2.955609916991919,5.096896874827757,2.6799840191769877,3.2075671852899577,2.2380750476998093,275.6212121212121,270.7910447761194,278.1111111111111,244.73076923076923,269.54285714285714,8.568253968253941,0.00016013572914678857,0.029520498029443953,0.44190897147717845
SAN,dep,0.010143214491877182,0.021269561384174563,0.00559254327563249,0.010056963268513063,0.005936605533764444,0.24182171618994724,0.2759824344105394,0.23111944295661488,0.18679312671137743,0.19441185880345527,2.9751230105280517,3.139905223716112,3.5977363515312915,2.68516990768022,3.368705607972013,275.5984848484849,270.86567164179104,278.14814814814815,244.7596153846154,269.51428571428573,8.633862433862419,-0.0003440622581319542,0.03670758415315961,0.22903074355927844
SAT,arr,0.009167103195390257,0.008416418490224006,0.011290814769606347,0.01483967847363307,0.009950248756218905,0.2295796986518636,0.21755027422303475,0.29228395061728396,0.2072088227382767,0.22780569514237856,1.4717784180199056,1.4504726142690665,3.0509612450411963,2.016606306863351,2.228144989339019,115.6969696969697,115.26865671641791,121.37037037037037,108.85576923076923,120.6,0.7703703703703724,0.0013405660133874418,0.0644782554749054,0.8228162557021772
SAT,dep,0.010280924628380591,0.008934351935776253,0.01282051282051282,0.01519434628975265,0.012322274881516588,0.17592960169379385,0.1772929187353018,0.253865182436611,0.15904198062432723,0.18258157389635316,3.002357409468928,2.8955069273598344,4.767399267399267,1.8356890459363957,2.862796208530806,115.68939393939394,115.26865671641791,121.33333333333333,108.84615384615384,120.57142857142857,0.7619047619047592,0.0004982379389962318,0.07128360854025784,1.9046030588684615
SEA,arr,0.009970179824693514,0.014911066141229098,0.006538828888399089,0.009337364084060657,0.00319693094629156,0.22245040769137156,0.23573719681407,0.2404969679041562,0.18100159960625076,0.19134060295060937,2.639642760324106,3.2431923882557605,3.0230695760781723,2.0773806621483253,2.121547314578005,503.0151515151515,420.4029850746269,504.1111111111111,394.40384615384613,446.85714285714283,57.25396825396825,0.0033418979421075286,0.04915636495354683,0.9015222615001672
SEA,dep,0.008691722527679446,0.012846901838313577,0.004921042967315461,0.0074603213301801695,0.002301790281329923,0.2312484804279115,0.21527178602243313,0.23405668733392382,0.18267790032178036,0.18136375288387593,2.759177525043308,3.0092270565689545,3.3795813441057656,2.3668235122022576,3.161061381074169,502.9166666666667,420.56716417910445,504.25925925925924,394.3942307692308,446.85714285714283,57.402116402116405,0.0026192526859855378,0.052692934450047885,0.21851996303159682
SFO,arr,0.007103218645948946,0.014702547433668455,0.00482358195623046,0.008066200271483763,0.003862601738170782,0.25152768462627617,0.2825961870420806,0.22897405977919397,0.21211084502223743,0.20987397867331395,4.196022937476878,9.398102653261773,3.284323358642251,5.994831366816331,3.519933783970203,409.54545454545456,394.8955223880597,414.6296296296296,368.34615384615387,414.22857142857146,0.4010582010581629,0.0009609802180596777,0.019100081105880018,-0.23561042532795184
SFO,dep,0.006494347512350362,0.013690858893385272,0.0040157058718543635,0.007154233792005013,0.0033098882912701694,0.19645783671036948,0.22481690248859235,0.1816145506675029,0.16778435239973702,0.16223882662238825,3.258941291838585,3.7570818047728904,3.063715866500089,2.229039922713387,3.973658805681975,409.4469696969697,394.64179104477614,415.037037037037,368.25961538461536,414.34285714285716,0.6941798941798538,0.0007058175805841941,0.019375724045114645,-0.9099429391818856
SJC,arr,0.005317891751359017,0.008862813631257021,0.004230118443316413,0.0071584189231248055,0.003963884606914776,0.19840798384222408,0.19357682619647354,0.20475785896346643,0.13934169278996866,0.17886358611541012,0.8217324509572205,0.8839096242666333,1.014664410603497,0.8699035169623405,0.7553402334287602,128.21212121212122,119.56716417910448,131.33333333333334,123.57692307692308,129.74285714285713,1.5904761904762097,0.0002662338364016366,0.025894272848056316,0.25932417717473677
SJC,dep,0.005552930056710775,0.009599800523625484,0.004230118443316413,0.006762008394217317,0.0028628055494384495,0.18593323036711418,0.19108761329305135,0.19173038799207023,0.12731825651459425,0.15061837455830387,1.8327622873345937,2.376511656900636,2.4077834179357023,1.4362661277786415,2.0726712177934377,128.24242424242425,119.71641791044776,131.33333333333334,123.71153846153847,129.74285714285713,1.5904761904762097,0.0013673128938779633,0.04111201343376636,0.3351122001422646
SJU,arr,0.008528057308545113,0.013227915462977042,0.0032822757111597373,0.0075134168157423974,0.0025810151993117293,0.28874935489420267,0.29553158705701077,0.24002927186242223,0.2491888968997837,0.21707878090856814,4.172693160498039,4.707617454766611,3.6517140773158276,4.303220035778176,3.1135646687697163,88.83333333333333,98.16417910447761,101.55555555555556,107.5,99.62857142857143,1.9269841269841237,0.000701260511848008,0.022950490953854097,0.5381494085461114
SJU,dep,0.008686025717448692,0.014185478950579622,0.004023408924652524,0.009207938494546755,0.0031545741324921135,0.23967013143200755,0.2277580071174377,0.17186926184355492,0.21754037715420013,0.18095512082853854,2.4082432087200885,1.771201952410006,1.9198975859546452,3.1100482746290004,2.0091769429308863,88.96212121212122,97.85074626865672,101.25925925925925,107.5576923076923,99.62857142857143,1.630687830687819,0.0008688347921604104,-0.009085858984983625,-0.08927935697624112
SLC,arr,0.004060746895758515,0.011684047894940132,0.0025045537340619307,0.004559409100580565,0.001890359168241966,0.15166156021682772,0.15818270639960919,0.15304724948641862,0.15063055360469021,0.1406024531024531,1.1598244255099406,1.427143684820394,1.2560336976320583,1.2963007994163955,1.0187235574759204,322.75,309.13432835820896,325.3333333333333,316.33653846153845,317.4,7.933333333333337,0.0006141945658199646,0.012444796383965534,0.23731014015613794
SLC,dep,0.003955251825500843,0.011706894059835236,0.002387177446856883,0.0042544139544777706,0.002070393374741201,0.15531379966634554,0.15618601930389003,0.1559936189608022,0.15497299111911375,0.14513801190690961,2.02820164763153,2.0898010309775015,2.4657269523701264,1.9892120217582885,2.642542082995769,323.6969696969697,309.8059701492537,325.81481481481484,316.41346153846155,317.4,8.41481481481486,0.000316784072115682,0.010855607053892574,-0.1768151306256427
SMF,arr,0.005295315682281059,0.011070475437382623,0.0038876889848812094,0.00609676150517897,0.0027430138865078006,0.20616070616070617,0.2030984507746127,0.22029488291413704,0.158828573313106,0.18170878459687123,1.091061326091876,1.0398339428684393,1.237365010799136,1.0583453520388095,1.0296588376478657,167.38636363636363,151.0,171.4814814814815,146.67307692307693,166.65714285714284,4.824338624338651,0.0011446750983734088,0.03858609831726581,0.20770617315127038
SMF,dep,0.005203855378071406,0.012057718916781974,0.0038893690579083835,0.005836448291691258,0.0034281796366129585,0.19195778748180495,0.2062825130052021,0.20477223427331886,0.1487467018469657,0.16391468868249054,1.8212136295759989,2.421921328325756,2.3217372515125323,1.2896583382516886,1.7809393212204319,167.41666666666666,151.01492537313433,171.40740740740742,146.625,166.68571428571428,4.721693121693136,0.00046118942129542507,0.040857545590828326,0.5407979302921004
SNA,arr,0.00840686859050799,0.010447940434730395,0.006628242074927954,0.01003732890916632,0.0068634179821551134,0.19565870963862667,0.19648058252427184,0.2123585726718886,0.1583710407239819,0.16378714581893572,1.7590031004054376,2.094271646451303,1.8314121037463977,1.5872252177519701,1.277968428277282,127.06060606060606,124.28358208955224,128.5185185185185,115.91346153846153,124.88571428571429,3.6328042328042187,-0.0002351759072271595,0.048571426852952876,0.5534436754691157
SNA,dep,0.00947839046199702,0.012130674993994716,0.0077809798270893375,0.01244296972210701,0.007778540379775795,0.20137217140105923,0.21580547112462006,0.21405750798722045,0.1606047879042419,0.184228729536546,3.324232488822653,3.8427816478501082,4.062824207492795,2.1485690584819577,4.24822695035461,127.08333333333333,124.26865671641791,128.5185185185185,115.91346153846153,124.88571428571429,3.6328042328042187,2.4394473135428904e-06,0.029828778450674442,-0.18540274286181457
STL,arr,0.008000331619963523,0.011087236785560808,0.007182761372705506,0.0252243796562445,0.010959762016596212,0.21169194768292174,0.21606118546845124,0.2254823151125402,0.17307576578203046,0.1953458920373595,1.4871082739180899,1.9808336914482165,1.7272545889864326,1.7736845192702528,1.9326757476123375,182.75757575757575,173.65671641791045,185.62962962962962,163.91346153846155,182.4857142857143,3.1439153439153245,-0.0037770006438907055,0.03013642307518069,-0.20542115862590493
STL,dep,0.008786836324449786,0.011345079501504082,0.005188585112751946,0.025868137024870952,0.011910358877918822,0.2400167259042442,0.26436581761279665,0.24994984954864594,0.1858854699825375,0.20824742268041238,2.8380237907738217,3.547486033519553,3.3803632009578926,2.8958235570154858,3.3610719322990126,182.78030303030303,173.65671641791045,185.59259259259258,163.92307692307693,182.31428571428572,3.2783068783068643,-0.006721773765166876,0.041702426868233555,0.01929126865887998
TPA,arr,0.00930162778486235,0.01683175174897832,0.006625891946992864,0.015027715048244714,0.005304712558598569,0.2553191489361702,0.25637593349302523,0.25072686847956216,0.22577014464963108,0.21952126999875976,3.0359687945390443,3.640645563482718,3.2033639143730888,4.487292137138165,2.622008388847767,201.9848484848485,215.47761194029852,218.0,234.18269230769232,231.6,-13.599999999999994,0.0013211793883942955,0.0312055984808024,0.5813555255253218
TPA,dep,0.009262384220197248,0.018164170826400445,0.006455997281685355,0.0151129363449692,0.005798174191956575,0.23024224072672217,0.22574495127806807,0.2368331053351573,0.20498707363856225,0.2012656657153493,4.066336670791615,3.9025235718247364,4.118586476384642,3.422464065708419,4.283370342955835,202.02272727272728,215.28358208955223,218.0,234.1346153846154,231.6,-13.599999999999994,0.00065782308972878,0.03556743961980802,-0.16478386657119337
