airport,side,cancel_rate_cap_20250616_1025,cancel_rate_extension_20251026_1231,cancel_rate_interim_20250520_0615,cancel_rate_pre_20250101_0414,cancel_rate_stress_20250415_0519,delay15_rate_cap_20250616_1025,delay15_rate_extension_20251026_1231,delay15_rate_interim_20250520_0615,delay15_rate_pre_20250101_0414,delay15_rate_stress_20250415_0519,nas_delay_per_scheduled_op_cap_20250616_1025,nas_delay_per_scheduled_op_extension_20251026_1231,nas_delay_per_scheduled_op_interim_20250520_0615,nas_delay_per_scheduled_op_pre_20250101_0414,nas_delay_per_scheduled_op_stress_20250415_0519,ops_per_day_cap_20250616_1025,ops_per_day_extension_20251026_1231,ops_per_day_interim_20250520_0615,ops_per_day_pre_20250101_0414,ops_per_day_stress_20250415_0519,ops_per_day_change,cancel_rate_change,delay15_rate_change,nas_delay_per_scheduled_op_change
HOU,arr,0.004025803948198089,0.012550647297163752,0.014356319133913862,0.022614079956925562,0.01,0.21291516509204247,0.21527221777421937,0.26575931232091693,0.16382041041178902,0.2037037037037037,1.9730319639132754,2.491155252495306,3.8980936690986114,1.7508412976174452,2.893148148148148,156.18939393939394,151.02985074626866,157.37037037037038,142.8653846153846,154.28571428571428,3.0846560846561033,0.004356319133913862,0.06205560861721324,1.0049455209504634
HOU,dep,0.003927844050043643,0.012249333201620072,0.016945163567898328,0.02146558105107328,0.00962962962962963,0.2513996397449004,0.23882388238823882,0.3157768733540819,0.18484390042635127,0.2526178010471204,1.9721656483367278,1.866343969179097,3.6959284537538246,1.676334028665635,3.5348148148148146,156.22727272727272,151.08955223880596,157.37037037037038,142.89423076923077,154.28571428571428,3.0846560846561033,0.007315533938268698,0.0631590723069615,0.16111363893900998
IAD,arr,0.012298091042584435,0.009867771857114663,0.0058309037900874635,0.012783028489834772,0.004797353184449959,0.2003809700799108,0.188558899740881,0.18370339338081274,0.16688477167849025,0.19547872340425532,3.50541483113069,2.701993289915137,2.7074135776759682,2.1954171482967295,3.1351530190239867,165.0909090909091,151.2537313432836,177.85185185185185,141.41346153846155,172.71428571428572,5.137566137566125,0.0010335506056375048,-0.011775330023442582,-0.42773944134801845
IAD,dep,0.011881278957750355,0.010198078054520495,0.004791666666666666,0.012989662676822633,0.005789909015715467,0.1915970287836583,0.18624925698434713,0.1831693531505129,0.15213946117274169,0.17820299500831946,3.770494059360521,4.578740929594038,5.732291666666667,4.039036996735582,5.856906534325889,165.1439393939394,152.2089552238806,177.77777777777777,141.3846153846154,172.71428571428572,5.063492063492049,-0.000998242349048801,0.004966358142193428,-0.12461486765922203
IAH,arr,0.010876147002654992,0.009176812647646738,0.012666741396704406,0.020550940096195888,0.012048192771084338,0.2113913023003932,0.20183402109124254,0.3115349682107175,0.18415178571428573,0.1956560441516824,3.7843169220736876,3.685762311466473,11.239659231027911,3.0903866575051535,4.350804678568288,325.2878787878788,328.53731343283584,330.4074074074074,307.86538461538464,324.8857142857143,5.52169312169309,0.0006185486256200679,0.11587892405903513,6.888854552459623
IAH,dep,0.009245243473603316,0.008133036485074288,0.017388377832622842,0.02023735165521549,0.011780219780219781,0.23361696126363293,0.21003206596426935,0.3365681013814362,0.20773301032768074,0.22880526643537052,3.6909946205258377,4.296424190104048,5.393538254431232,2.906901936289819,5.232263736263736,325.31060606060606,328.4925373134328,330.14814814814815,307.88461538461536,325.0,5.148148148148152,0.005608158052403061,0.1077628349460657,0.16127451816749616
IND,arr,0.01729271644525882,0.021491635687732342,0.006149732620320855,0.019444444444444445,0.009621692543188278,0.24554247756671715,0.24907990027306184,0.24213075060532688,0.19704123386842934,0.2093177301832634,2.60129409070087,2.7153810408921935,2.6502673796791445,2.263503086419753,2.5003280122457907,132.3030303030303,128.47761194029852,138.5185185185185,124.61538461538461,130.65714285714284,7.861375661375661,-0.0034719599228674233,0.032813020422063466,0.1499393674333538
IND,dep,0.0147757860374549,0.0219435736677116,0.00427578834847675,0.019913553565915405,0.010931351114997814,0.18613032610591176,0.20987654320987653,0.17579173376274826,0.1525437076704993,0.17462422634836428,4.390355649733692,5.529664460698943,4.123997862105826,4.11091386230318,5.429602098819414,132.28030303030303,128.55223880597015,138.59259259259258,124.57692307692308,130.68571428571428,7.906878306878298,-0.006655562766521064,0.0011675074143839836,-1.305604236713588
JFK,arr,0.024820395777679798,0.03603838531344529,0.00518396763181186,0.013876873031802609,0.005415517920441118,0.23414893617021276,0.23794838500243468,0.22864768683274023,0.198799831555306,0.24631224631224632,6.9072282594600205,5.092208198602274,5.119484132001517,4.0676886874069975,7.503544702638834,292.0984848484849,286.17910447761193,292.9259259259259,277.8557692307692,290.1714285714286,2.754497354497346,-0.00023155028862925815,-0.017664559479506098,-2.384060570637317
JFK,dep,0.024096385542168676,0.03668386222708561,0.004930467762326169,0.013633217993079585,0.0048209366391184574,0.2270277445904686,0.24887758965759724,0.1973065684157032,0.18304918262821862,0.1815126050420168,5.694105454074362,6.182533479235058,5.615044247787611,5.001176470588235,5.396103896103896,292.3863636363636,286.43283582089555,292.962962962963,277.88461538461536,290.4,2.562962962963013,0.00010953112320771178,0.01579396337368641,0.21894035168371495
LAS,arr,0.0060790273556231,0.01156864584310415,0.007067385067525016,0.00840810338017042,0.004343450394618359,0.21661825949318458,0.21038813146490368,0.23276955602536997,0.1981751270961378,0.1894983242006703,2.9601808434268606,2.63267986117625,3.1275628017633474,4.170024264996332,2.745431431749563,495.99242424242425,477.35820895522386,529.2962962962963,511.1826923076923,539.4,-10.103703703703673,0.0027239346729066565,0.04327123182469966,0.3821313700137843
LAS,dep,0.006446389563570261,0.011033318747265113,0.006572047822135217,0.007995033673200647,0.004236166269526079,0.2513183991636045,0.23889889700072692,0.2681399113238089,0.2020556387840631,0.21286891784099973,3.027282587110276,2.521472776145527,3.2398797455079356,1.798750893562587,2.9109875562615835,495.9318181818182,477.5223880597015,529.7407407407408,511.13461538461536,539.5714285714286,-9.830687830687793,0.002335881552609138,0.055270993482809144,0.3288921892463521
LAX,arr,0.006273204455255409,0.013725603752823305,0.003695339765961815,0.007183415266186502,0.0031231489957460556,0.1948524148987947,0.21274221961244863,0.19602994711175217,0.16532002686882258,0.17139307513639065,1.7727705941763041,2.572131812127179,1.9362896051461027,1.9173240349072063,1.635076194066017,532.5681818181819,515.4328358208955,541.2222222222222,504.63461538461536,530.6,10.622222222222149,0.0005721907702157594,0.02463687197536152,0.3012134110800857
LAX,dep,0.0060899260102447355,0.012690870106916234,0.0037645448323066393,0.006438340508209837,0.003015454202789295,0.18934318272919887,0.21672780630961117,0.19051872208862933,0.15128450920245398,0.16370510396975424,2.703471826977803,3.1051777591052647,2.52217659137577,1.921254143014972,3.4388562812987993,532.4242424242424,515.1194029850747,541.1111111111111,504.78846153846155,530.6,10.511111111111063,0.0007490906295173441,0.026813618118875088,-0.9166796899230292
LGA,arr,0.03628668284757186,0.04618774097096546,0.008410934214478822,0.019742650009363046,0.016300604576413868,0.25974107068520524,0.3401666391684541,0.21892355851762094,0.21553912070518244,0.26847673875836314,7.575411710428661,11.558423164686443,3.690597777110243,4.544661726545571,9.54350654320043,377.67424242424244,379.3731343283582,369.8888888888889,359.4326923076923,373.34285714285716,-3.4539682539682417,-0.007889670361935046,-0.049553180240742206,-5.852908766090186
LGA,dep,0.03748871728011233,0.046753246753246755,0.008809690659725698,0.020385232744783308,0.01649988541746238,0.23196348935106073,0.289158616134093,0.19886880113119887,0.17909224971325577,0.21398058252427185,6.193300571657808,8.244628099173553,6.1722895184703175,4.439994649545211,5.569322435260866,377.68939393939394,379.25373134328356,369.962962962963,359.4230769230769,374.0285714285714,-4.06560846560842,-0.007690194757736682,-0.015111781393072982,0.6029670832094514
MCI,arr,0.009675457510919444,0.014205521823805705,0.008247422680412371,0.029374803644360667,0.008336807002917883,0.24335640911121037,0.24648460197559557,0.27442827442827444,0.19533905162647677,0.2147961328289197,2.1013987947144357,2.1429717035170124,2.5530927835051545,1.8170750863964813,1.9889537307211338,137.02272727272728,130.28358208955223,143.7037037037037,122.42307692307692,137.0857142857143,6.617989417989406,-8.938432250551152e-05,0.05963214159935473,0.5641390527840207
MCI,dep,0.010226644555002764,0.01500916590284143,0.007987632053594434,0.03149791846673474,0.0070862859524802,0.2040770734431723,0.22251948354077003,0.2225974025974026,0.172992700729927,0.1767422334172964,3.5510226644555,3.822639780018332,4.078587992785365,2.9503573953342235,3.4754064193413923,137.04545454545453,130.26865671641792,143.74074074074073,122.41346153846153,137.0857142857143,6.655026455026444,0.0009013461011142341,0.04585516918010621,0.6031815734439725
MCO,arr,0.009144456968330727,0.017116545994461312,0.00572894399315947,0.012756283416831557,0.005498672734167614,0.2598572555639139,0.25809627265937946,0.2696938424492604,0.20788912579957355,0.2170956466476009,5.417899865469222,5.662340262253512,6.062932877297991,4.365322275081042,4.09094931108583,416.7121212121212,447.32835820895525,433.14814814814815,456.78846153846155,452.0571428571429,-18.908994708994726,0.00023027125899185551,0.05259819580165953,1.9719835662121605
MCO,dep,0.00868917125665776,0.01684063094007403,0.0049593843522873025,0.011594141907246865,0.0048007074726801845,0.26503218234830284,0.2646699681161387,0.27103205293460514,0.20756604858109978,0.22894319263725801,5.085964625256767,4.777703671591023,6.062248824283882,3.337682013298544,5.812519739751121,416.75,447.56716417910445,433.14814814814815,456.96153846153845,452.3142857142857,-19.166137566137536,0.000158676879607118,0.042088860297347125,0.24972908453276155
MDW,arr,0.008019948780159051,0.023445544554455446,0.00565843621399177,0.013347457627118644,0.002712348322626695,0.20881173992798424,0.22824235542217536,0.20796689084324885,0.16711402190251234,0.1711995419410249,2.257952554252595,2.278178217821782,1.9948559670781894,1.6361228813559323,1.3635974304068523,224.8181818181818,188.43283582089552,216.0,181.53846153846155,200.14285714285714,15.857142857142861,0.0029460878913650746,0.03676734890222394,0.631258536671337
MDW,dep,0.0073132919924507956,0.024633663366336635,0.005656496400411382,0.011865663735565208,0.001997716894977169,0.27475810558479036,0.2633587786259542,0.25857610756766075,0.19250562881955613,0.20946525593365742,2.505156376381774,3.62170297029703,2.21169009256085,2.6579086767666067,2.6996289954337898,224.78787878787878,188.43283582089552,216.07407407407408,181.51923076923077,200.22857142857143,15.845502645502648,0.0036587795054342127,0.04911085163400333,-0.48793890287293973
MIA,arr,0.011540775583875732,0.015342960288808664,0.011829161997260616,0.014349724916340536,0.006713845037198331,0.24900398406374502,0.2342129383954846,0.23122479838709678,0.2204511451260214,0.20186335403726707,3.6967401411146965,3.6602223066692,3.6562071971111942,4.7122681640292665,3.205407367084014,277.0151515151515,314.2089552238806,297.44444444444446,339.0576923076923,314.9142857142857,-17.469841269841254,0.005115316960062285,0.029361444349829707,0.45079983002718027
MIA,dep,0.01148137011016648,0.015079440586052706,0.01145703611457036,0.014715055287779983,0.0064521992002908035,0.27966593844196785,0.2444337116638493,0.2615268329554044,0.23826652470432505,0.22034208360010976,4.725349225007518,3.9446770050423368,5.0135740971357405,3.567394386163879,5.18484187568157,277.1287878787879,313.76119402985074,297.4074074074074,339.13461538461536,314.4,-16.992592592592587,0.005004836914279557,0.04118474935529465,-0.17126777854582986
MSP,arr,0.005275350352072296,0.02012870012870013,0.00266844563042028,0.0076625799573560765,0.003853918150119288,0.1833798335216399,0.225070925711884,0.17034559643255295,0.1713892432686497,0.19620486366985998,1.8513498016009542,2.841904761904762,1.7657327106960197,1.7699560234541578,3.723251972839053,330.29545454545456,289.92537313432837,333.1111111111111,288.61538461538464,311.37142857142857,21.73968253968252,-0.0011854725196990081,-0.025859267237307026,-1.9575192621430335
