airport,side,period,hour_group,hours,avg_ops_per_hour,p90_ops_per_hour,p95_ops_per_hour,max_ops_per_hour,share_above_28,share_above_34,scheduled_ops,operated_ops,cancelled_ops,delay15_ops,nas_delay_minutes,cancel_rate,delay15_rate,nas_delay_per_scheduled_op
DEN,arr,reference,Facilitated hours,476,48.226890756302524,79.0,83.0,92,0.7794117647058824,0.6176470588235294,22956,22842.0,114.0,4286.0,82093.0,0.004966021955044433,0.18763680938621838,3.576102108381251
DEN,arr,reference,Other hours,196,5.086734693877551,22.0,26.0,33,0.03571428571428571,0.0,997,987.0,10.0,229.0,1360.0,0.010030090270812437,0.232016210739615,1.3640922768304915
DEN,arr,stress,Facilitated hours,595,48.38991596638655,83.0,88.0,99,0.7512605042016807,0.6100840336134454,28792,28605.0,187.0,7678.0,283321.0,0.006494859683245346,0.26841461282992485,9.84026813003612
DEN,arr,stress,Other hours,245,3.76734693877551,18.0,21.0,27,0.0,0.0,923,915.0,8.0,248.0,1988.0,0.00866738894907909,0.2710382513661202,2.1538461538461537
DEN,dep,early_interim,Facilitated hours,238,50.936974789915965,88.0,93.14999999999998,100,0.8067226890756303,0.680672268907563,12123,11986.0,137.0,4412.0,53755.0,0.011300833127113752,0.3680961121308193,4.434133465313866
DEN,dep,early_interim,Other hours,98,3.816326530612245,16.0,17.0,17,0.0,0.0,374,373.0,1.0,88.0,833.0,0.00267379679144385,0.2359249329758713,2.227272727272727
DEN,dep,late_interim,Facilitated hours,221,52.529411764705884,85.0,90.0,101,0.8778280542986425,0.7601809954751131,11609,11531.0,78.0,4215.0,53262.0,0.006718924972004479,0.3655363801925245,4.587992075114135
DEN,dep,late_interim,Other hours,91,5.0,17.0,18.0,19,0.0,0.0,455,452.0,3.0,90.0,545.0,0.006593406593406593,0.19911504424778761,1.1978021978021978
DEN,dep,reference,Facilitated hours,476,48.62605042016807,79.0,83.25,95,0.865546218487395,0.7163865546218487,23146,23052.0,94.0,4603.0,61145.0,0.0040611768772142055,0.19967898663890335,2.6417091506091763
DEN,dep,reference,Other hours,196,4.142857142857143,13.0,16.0,17,0.0,0.0,812,801.0,11.0,122.0,2978.0,0.013546798029556651,0.1523096129837703,3.667487684729064
DEN,dep,stress,Facilitated hours,595,48.588235294117645,85.0,93.0,100,0.7512605042016807,0.6605042016806723,28910,28734.0,176.0,7903.0,113895.0,0.006087858872362504,0.27504002227326513,3.939640262884815
DEN,dep,stress,Other hours,245,3.236734693877551,11.0,13.0,15,0.0,0.0,793,793.0,0.0,130.0,1511.0,0.0,0.16393442622950818,1.905422446406053
DFW,arr,early_interim,Facilitated hours,238,49.61764705882353,73.0,79.29999999999995,86,0.8823529411764706,0.6764705882352942,11809,11669.0,140.0,3080.0,48615.0,0.011855364552459988,0.26394721055788845,4.1167753408417305
DFW,arr,early_interim,Other hours,98,5.561224489795919,18.0,20.0,21,0.0,0.0,545,536.0,9.0,141.0,1386.0,0.01651376146788991,0.2630597014925373,2.543119266055046
DFW,arr,late_interim,Facilitated hours,221,52.321266968325794,80.0,86.0,90,0.9230769230769231,0.6877828054298643,11563,11118.0,445.0,4026.0,73482.0,0.03848482227795555,0.36211548839719376,6.354925192424111
DFW,arr,late_interim,Other hours,91,6.538461538461538,19.0,21.0,22,0.0,0.0,595,566.0,29.0,195.0,1906.0,0.04873949579831933,0.34452296819787986,3.2033613445378153
DFW,arr,reference,Facilitated hours,476,48.86974789915966,69.0,72.0,81,0.819327731092437,0.7394957983193278,23262,22789.0,473.0,5543.0,88995.0,0.020333591264723585,0.24323138356224494,3.8257673458859944
DFW,arr,reference,Other hours,196,5.581632653061225,16.0,18.0,20,0.0,0.0,1094,1082.0,12.0,260.0,2816.0,0.010968921389396709,0.24029574861367836,2.574040219378428
DFW,arr,stress,Facilitated hours,595,48.61344537815126,71.0,79.0,87,0.8453781512605042,0.7092436974789916,28925,27700.0,1225.0,7587.0,170351.0,0.04235090751944685,0.273898916967509,5.889403630077787
DFW,arr,stress,Other hours,245,5.6571428571428575,17.0,19.0,22,0.0,0.0,1386,1353.0,33.0,349.0,5184.0,0.023809523809523808,0.2579453067257945,3.74025974025974
DFW,dep,early_interim,Facilitated hours,238,51.15126050420168,70.30000000000001,80.0,82,0.9411764705882353,0.8697478991596639,12174,12031.0,143.0,3635.0,35394.0,0.01174634466896665,0.3021361482836007,2.9073435189748644
DFW,dep,early_interim,Other hours,98,1.8265306122448979,10.299999999999997,13.0,14,0.0,0.0,179,178.0,1.0,31.0,318.0,0.00558659217877095,0.17415730337078653,1.776536312849162
DFW,dep,late_interim,Facilitated hours,221,54.18552036199095,72.0,80.0,90,0.9411764705882353,0.8823529411764706,11975,11502.0,473.0,4470.0,62055.0,0.03949895615866388,0.3886280646844027,5.1820459290187895
DFW,dep,late_interim,Other hours,91,2.010989010989011,9.0,14.0,15,0.0,0.0,183,176.0,7.0,22.0,296.0,0.03825136612021858,0.125,1.6174863387978142
DFW,dep,reference,Facilitated hours,476,50.47899159663866,70.0,80.25,88,0.9117647058823529,0.8235294117647058,24028,23566.0,462.0,6339.0,94726.0,0.01922756783752289,0.26898922176016293,3.942317296487431
DFW,dep,reference,Other hours,196,1.7244897959183674,11.0,11.0,12,0.0,0.0,338,335.0,3.0,32.0,560.0,0.008875739644970414,0.0955223880597015,1.6568047337278107
DFW,dep,stress,Facilitated hours,595,50.19663865546219,70.60000000000002,81.0,86,0.9294117647058824,0.8369747899159664,29867,28638.0,1229.0,8772.0,110348.0,0.04114909431814377,0.3063063063063063,3.6946462651086485
DFW,dep,stress,Other hours,245,1.7959183673469388,10.0,11.0,14,0.0,0.0,440,437.0,3.0,44.0,1246.0,0.006818181818181818,0.10068649885583524,2.831818181818182
DTW,arr,early_interim,Facilitated hours,238,18.777310924369747,29.0,30.149999999999977,37,0.15126050420168066,0.029411764705882353,4469,4462.0,7.0,635.0,5303.0,0.0015663459386887446,0.14231286418646347,1.1866189304094876
DTW,arr,early_interim,Other hours,98,3.36734693877551,11.0,13.0,14,0.0,0.0,330,326.0,4.0,92.0,489.0,0.012121212121212121,0.2822085889570552,1.481818181818182
DTW,arr,late_interim,Facilitated hours,221,19.018099547511312,30.0,32.0,36,0.1493212669683258,0.03619909502262444,4203,4186.0,17.0,708.0,7503.0,0.004044729954794195,0.16913521261347347,1.7851534618129907
DTW,arr,late_interim,Other hours,91,4.274725274725275,13.0,15.0,17,0.0,0.0,389,384.0,5.0,135.0,1232.0,0.012853470437017995,0.3515625,3.167095115681234
DTW,arr,reference,Facilitated hours,476,18.478991596638654,31.5,34.0,39,0.1407563025210084,0.04411764705882353,8796,8694.0,102.0,1534.0,18588.0,0.011596180081855388,0.1764435242696112,2.1132332878581175
DTW,arr,reference,Other hours,196,3.6785714285714284,12.0,14.0,14,0.0,0.0,721,707.0,14.0,185.0,2724.0,0.019417475728155338,0.26166902404526166,3.778085991678225
DTW,arr,stress,Facilitated hours,595,18.436974789915965,30.0,32.0,37,0.1781512605042017,0.03865546218487395,10970,10938.0,32.0,1758.0,19377.0,0.0029170464904284413,0.16072408118486012,1.766362807657247
DTW,arr,stress,Other hours,245,3.6816326530612247,10.0,12.0,14,0.0,0.0,902,892.0,10.0,219.0,3094.0,0.011086474501108648,0.24551569506726456,3.4301552106430155
DTW,dep,early_interim,Facilitated hours,238,19.752100840336134,33.0,38.0,42,0.23949579831932774,0.058823529411764705,4701,4694.0,7.0,719.0,12097.0,0.0014890448840672197,0.15317426501917342,2.5732822803658797
DTW,dep,early_interim,Other hours,98,1.0,5.0,9.0,9,0.0,0.0,98,98.0,0.0,7.0,129.0,0.0,0.07142857142857142,1.316326530612245
DTW,dep,late_interim,Facilitated hours,221,20.27601809954751,34.0,38.0,46,0.2398190045248869,0.09954751131221719,4481,4460.0,21.0,853.0,13678.0,0.0046864539165364875,0.19125560538116593,3.0524436509707655
DTW,dep,late_interim,Other hours,91,1.2087912087912087,7.0,10.0,11,0.0,0.0,110,109.0,1.0,2.0,66.0,0.00909090909090909,0.01834862385321101,0.6
DTW,dep,reference,Facilitated hours,476,19.478991596638654,35.0,37.0,40,0.26260504201680673,0.11134453781512606,9272,9157.0,115.0,1703.0,27739.0,0.012402933563416738,0.18597794037348478,2.991695427092321
DTW,dep,reference,Other hours,196,1.2755102040816326,8.0,9.0,11,0.0,0.0,250,250.0,0.0,25.0,643.0,0.0,0.1,2.572
DTW,dep,stress,Facilitated hours,595,19.450420168067225,34.0,37.0,42,0.24873949579831933,0.0957983193277311,11573,11535.0,38.0,1949.0,44370.0,0.0032835047092370172,0.16896402254009535,3.8339237881275383
DTW,dep,stress,Other hours,245,1.2,8.0,9.0,10,0.0,0.0,294,294.0,0.0,22.0,446.0,0.0,0.07482993197278912,1.5170068027210883
EWR,arr,early_interim,Facilitated hours,238,14.373949579831933,19.0,22.0,25,0.0,0.0,3421,3403.0,18.0,1111.0,63091.0,0.005261619409529378,0.3264766382603585,18.442268342589887
EWR,arr,early_interim,Other hours,98,4.908163265306122,16.0,16.14999999999999,18,0.0,0.0,481,480.0,1.0,164.0,4667.0,0.002079002079002079,0.3416666666666667,9.702702702702704
EWR,arr,late_interim,Facilitated hours,221,14.149321266968325,19.0,20.0,23,0.0,0.0,3127,3116.0,11.0,507.0,9618.0,0.003517748640869843,0.16270860077021823,3.075791493444196
EWR,arr,late_interim,Other hours,91,4.725274725274725,15.0,15.0,17,0.0,0.0,430,426.0,4.0,122.0,847.0,0.009302325581395349,0.2863849765258216,1.9697674418604652
EWR,arr,reference,Facilitated hours,476,17.369747899159663,23.0,25.0,27,0.0,0.0,8268,8201.0,67.0,1563.0,43341.0,0.00810353168843735,0.19058651383977565,5.2420174165457185
EWR,arr,reference,Other hours,196,5.821428571428571,20.0,23.0,26,0.0,0.0,1141,1133.0,8.0,324.0,6778.0,0.007011393514460999,0.28596646072374227,5.940403155127082
EWR,arr,stress,Facilitated hours,595,15.47563025210084,19.0,21.0,25,0.0,0.0,9208,8699.0,509.0,4016.0,394639.0,0.055278019113814074,0.46166226002988847,42.85827541268462
EWR,arr,stress,Other hours,245,5.910204081632653,18.0,27.0,31,0.0326530612244898,0.0,1448,1401.0,47.0,720.0,37978.0,0.0324585635359116,0.5139186295503212,26.227900552486187
EWR,dep,early_interim,Facilitated hours,238,15.928571428571429,22.30000000000001,24.0,26,0.0,0.0,3791,3777.0,14.0,758.0,20339.0,0.0036929570034291742,0.200688377018798,5.365075178053284
EWR,dep,early_interim,Other hours,98,1.1734693877551021,7.0,7.1499999999999915,9,0.0,0.0,115,114.0,1.0,7.0,99.0,0.008695652173913044,0.06140350877192982,0.8608695652173913
EWR,dep,late_interim,Facilitated hours,221,15.529411764705882,22.0,23.0,25,0.0,0.0,3432,3418.0,14.0,547.0,19683.0,0.004079254079254079,0.16003510825043885,5.73513986013986
EWR,dep,late_interim,Other hours,91,1.3076923076923077,8.0,8.0,9,0.0,0.0,119,118.0,1.0,7.0,154.0,0.008403361344537815,0.059322033898305086,1.2941176470588236
EWR,dep,reference,Facilitated hours,476,19.195378151260503,26.5,30.0,34,0.08403361344537816,0.0,9137,9072.0,65.0,1638.0,32354.0,0.007113932362919996,0.18055555555555555,3.5409871949217466
EWR,dep,reference,Other hours,196,1.3775510204081634,6.5,11.0,13,0.0,0.0,270,268.0,2.0,15.0,568.0,0.007407407407407408,0.055970149253731345,2.1037037037037036
EWR,dep,stress,Facilitated hours,595,17.235294117647058,25.0,28.0,32,0.02689075630252101,0.0,10255,9695.0,560.0,3150.0,94245.0,0.05460750853242321,0.3249097472924188,9.190151145782545
EWR,dep,stress,Other hours,245,1.6653061224489796,9.0,13.0,14,0.0,0.0,408,397.0,11.0,43.0,1297.0,0.02696078431372549,0.10831234256926953,3.178921568627451
FLL,arr,early_interim,Facilitated hours,238,11.172268907563025,18.0,21.149999999999977,25,0.0,0.0,2659,2653.0,6.0,576.0,13259.0,0.0022564874012786762,0.21711270260082924,4.986461075592328
FLL,arr,early_interim,Other hours,98,3.693877551020408,11.0,19.0,21,0.0,0.0,362,361.0,1.0,103.0,1940.0,0.0027624309392265192,0.2853185595567867,5.359116022099448
FLL,arr,late_interim,Facilitated hours,221,10.638009049773755,17.0,22.0,29,0.004524886877828055,0.0,2351,2341.0,10.0,573.0,10249.0,0.004253509145044662,0.24476719350704826,4.359421522756274
FLL,arr,late_interim,Other hours,91,4.516483516483516,12.0,24.0,30,0.01098901098901099,0.0,411,405.0,6.0,141.0,1626.0,0.014598540145985401,0.34814814814814815,3.9562043795620436
FLL,arr,reference,Facilitated hours,476,14.342436974789916,20.0,21.0,26,0.0,0.0,6827,6765.0,62.0,1449.0,43562.0,0.009081587813095064,0.21419068736141908,6.3808407792588255
FLL,arr,reference,Other hours,196,4.862244897959184,16.0,22.0,26,0.0,0.0,953,935.0,18.0,278.0,5125.0,0.01888772298006296,0.29732620320855613,5.377754459601259
FLL,arr,stress,Facilitated hours,595,12.569747899159664,19.0,21.0,27,0.0,0.0,7479,7443.0,36.0,1461.0,32936.0,0.0048134777376654635,0.196291817815397,4.403797299104158
FLL,arr,stress,Other hours,245,3.6040816326530614,12.599999999999994,15.0,18,0.0,0.0,883,866.0,17.0,277.0,6629.0,0.01925254813137033,0.31986143187066973,7.507361268403171
FLL,dep,early_interim,Facilitated hours,238,12.521008403361344,23.0,24.149999999999977,28,0.0,0.0,2980,2971.0,9.0,728.0,20232.0,0.0030201342281879194,0.24503534163581286,6.789261744966443
FLL,dep,early_interim,Other hours,98,0.37755102040816324,1.0,4.0,4,0.0,0.0,37,37.0,0.0,1.0,34.0,0.0,0.02702702702702703,0.918918918918919
FLL,dep,late_interim,Facilitated hours,221,12.239819004524886,23.0,25.0,28,0.0,0.0,2705,2692.0,13.0,602.0,12124.0,0.004805914972273568,0.2236255572065379,4.482070240295749
FLL,dep,late_interim,Other hours,91,0.5824175824175825,3.0,5.0,6,0.0,0.0,53,52.0,1.0,4.0,127.0,0.018867924528301886,0.07692307692307693,2.3962264150943398
FLL,dep,reference,Facilitated hours,476,16.1218487394958,26.0,30.0,35,0.0819327731092437,0.0021008403361344537,7674,7592.0,82.0,1750.0,39645.0,0.010685431326557205,0.2305057955742887,5.166145426114151
FLL,dep,reference,Other hours,196,0.5816326530612245,2.5,5.0,8,0.0,0.0,114,111.0,3.0,9.0,385.0,0.02631578947368421,0.08108108108108109,3.3771929824561404
FLL,dep,stress,Facilitated hours,595,13.897478991596639,22.0,25.0,33,0.021848739495798318,0.0,8269,8225.0,44.0,1760.0,50080.0,0.005321078727778449,0.21398176291793314,6.056355061071471
FLL,dep,stress,Other hours,245,0.4163265306122449,2.0,4.0,5,0.0,0.0,102,102.0,0.0,4.0,0.0,0.0,0.0392156862745098,0.0
HNL,arr,early_interim,Facilitated hours,238,9.268907563025211,16.0,17.0,19,0.0,0.0,2206,2193.0,13.0,295.0,1282.0,0.0058930190389845875,0.13451892384860922,0.5811423390752494
HNL,arr,early_interim,Other hours,98,0.4897959183673469,2.0,2.0,2,0.0,0.0,48,48.0,0.0,22.0,50.0,0.0,0.4583333333333333,1.0416666666666667
HNL,arr,late_interim,Facilitated hours,221,9.48868778280543,16.0,17.0,19,0.0,0.0,2097,2089.0,8.0,359.0,1311.0,0.003814973772055317,0.17185256103398755,0.6251788268955651
HNL,arr,late_interim,Other hours,91,0.5054945054945055,2.0,2.0,3,0.0,0.0,46,46.0,0.0,25.0,57.0,0.0,0.5434782608695652,1.2391304347826086
HNL,arr,reference,Facilitated hours,476,9.88655462184874,15.0,17.0,21,0.0,0.0,4706,4634.0,72.0,769.0,3543.0,0.01529961750956226,0.16594734570565386,0.7528686782830429
HNL,arr,reference,Other hours,196,0.32142857142857145,1.0,2.0,2,0.0,0.0,63,63.0,0.0,21.0,0.0,0.0,0.3333333333333333,0.0
HNL,arr,stress,Facilitated hours,595,9.107563025210084,14.0,17.0,19,0.0,0.0,5419,5409.0,10.0,579.0,1868.0,0.0018453589223103894,0.10704381586245147,0.34471304668758074
HNL,arr,stress,Other hours,245,0.4326530612244898,2.0,2.0,3,0.0,0.0,106,106.0,0.0,32.0,35.0,0.0,0.3018867924528302,0.330188679245283
HNL,dep,early_interim,Facilitated hours,238,9.021008403361344,12.0,16.0,17,0.0,0.0,2147,2134.0,13.0,241.0,442.0,0.006054960409874243,0.11293345829428304,0.20586865393572426
HNL,dep,early_interim,Other hours,98,1.0816326530612246,5.0,5.0,5,0.0,0.0,106,106.0,0.0,21.0,36.0,0.0,0.19811320754716982,0.33962264150943394
HNL,dep,late_interim,Facilitated hours,221,9.194570135746606,13.0,16.0,18,0.0,0.0,2032,2029.0,3.0,269.0,479.0,0.0014763779527559055,0.13257762444553967,0.2357283464566929
HNL,dep,late_interim,Other hours,91,1.1978021978021978,5.0,6.0,6,0.0,0.0,109,108.0,1.0,18.0,0.0,0.009174311926605505,0.16666666666666666,0.0
HNL,dep,reference,Facilitated hours,476,9.588235294117647,14.0,15.0,18,0.0,0.0,4564,4491.0,73.0,606.0,1559.0,0.015994741454864153,0.134936539746159,0.3415863277826468
HNL,dep,reference,Other hours,196,1.066326530612245,5.0,5.0,5,0.0,0.0,209,205.0,4.0,51.0,82.0,0.019138755980861243,0.24878048780487805,0.3923444976076555
HNL,dep,stress,Facilitated hours,595,8.86890756302521,13.0,16.0,19,0.0,0.0,5277,5269.0,8.0,521.0,3020.0,0.0015160128861095318,0.09888024293034732,0.5722948645063483
HNL,dep,stress,Other hours,245,1.0122448979591836,4.0,4.0,6,0.0,0.0,248,248.0,0.0,36.0,149.0,0.0,0.14516129032258066,0.6008064516129032
HOU,arr,early_interim,Facilitated hours,238,8.474789915966387,15.0,17.0,21,0.0,0.0,2017,2010.0,7.0,397.0,4126.0,0.0034705007436787306,0.19751243781094527,2.045612295488349
HOU,arr,early_interim,Other hours,98,1.2448979591836735,5.0,5.0,6,0.0,0.0,122,121.0,1.0,37.0,310.0,0.00819672131147541,0.30578512396694213,2.540983606557377
HOU,arr,late_interim,Facilitated hours,221,8.809954751131222,16.0,17.0,23,0.0,0.0,1947,1898.0,49.0,598.0,11330.0,0.025166923472008218,0.3150684931506849,5.8192090395480225
HOU,arr,late_interim,Other hours,91,1.7912087912087913,6.0,7.0,8,0.0,0.0,163,159.0,4.0,81.0,797.0,0.024539877300613498,0.5094339622641509,4.889570552147239
HOU,arr,reference,Facilitated hours,476,8.392857142857142,16.0,17.0,21,0.0,0.0,3995,3964.0,31.0,658.0,8791.0,0.007759699624530663,0.16599394550958627,2.2005006257822277
HOU,arr,reference,Other hours,196,1.6326530612244898,5.0,6.0,7,0.0,0.0,320,319.0,1.0,79.0,519.0,0.003125,0.2476489028213166,1.621875
HOU,arr,stress,Facilitated hours,595,8.519327731092437,15.0,17.0,21,0.0,0.0,5069,5023.0,46.0,999.0,14879.0,0.00907476819885579,0.19888512840931713,2.9352929571907675
HOU,arr,stress,Other hours,245,1.3510204081632653,5.0,5.799999999999983,7,0.0,0.0,331,323.0,8.0,90.0,744.0,0.02416918429003021,0.2786377708978328,2.2477341389728096
HOU,dep,early_interim,Facilitated hours,238,8.550420168067227,15.0,15.149999999999977,18,0.0,0.0,2035,2025.0,10.0,521.0,7482.0,0.004914004914004914,0.25728395061728393,3.6766584766584764
HOU,dep,early_interim,Other hours,98,1.0408163265306123,6.0,10.0,10,0.0,0.0,102,99.0,3.0,5.0,146.0,0.029411764705882353,0.050505050505050504,1.4313725490196079
HOU,dep,late_interim,Facilitated hours,221,9.095022624434389,17.0,20.0,20,0.0,0.0,2010,1954.0,56.0,787.0,7862.0,0.027860696517412936,0.40276356192425794,3.9114427860696517
HOU,dep,late_interim,Other hours,91,1.120879120879121,6.0,9.0,10,0.0,0.0,102,99.0,3.0,6.0,214.0,0.029411764705882353,0.06060606060606061,2.0980392156862746
HOU,dep,reference,Facilitated hours,476,8.722689075630251,15.0,16.0,17,0.0,0.0,4152,4126.0,26.0,835.0,8990.0,0.006262042389210019,0.20237518177411537,2.1652215799614645
HOU,dep,reference,Other hours,196,0.826530612244898,4.0,7.0,10,0.0,0.0,162,162.0,0.0,4.0,10.0,0.0,0.024691358024691357,0.06172839506172839
HOU,dep,stress,Facilitated hours,595,8.63361344537815,15.0,15.0,17,0.0,0.0,5137,5088.0,49.0,1341.0,18804.0,0.009538641230290053,0.263561320754717,3.6605022386606967
HOU,dep,stress,Other hours,245,1.073469387755102,6.0,10.0,10,0.0,0.0,263,260.0,3.0,10.0,284.0,0.011406844106463879,0.038461538461538464,1.079847908745247
IAD,arr,early_interim,Facilitated hours,238,9.53781512605042,27.0,30.149999999999977,36,0.07563025210084033,0.03361344537815126,2270,2258.0,12.0,348.0,4357.0,0.0052863436123348016,0.15411868910540302,1.9193832599118943
IAD,arr,early_interim,Other hours,98,2.4489795918367347,6.299999999999997,7.0,7,0.0,0.0,240,239.0,1.0,59.0,366.0,0.004166666666666667,0.24686192468619247,1.525
IAD,arr,late_interim,Facilitated hours,221,9.389140271493213,27.0,31.0,35,0.06787330316742081,0.00904977375565611,2075,2066.0,9.0,410.0,7990.0,0.004337349397590362,0.1984511132623427,3.850602409638554
IAD,arr,late_interim,Other hours,91,2.3846153846153846,6.0,7.0,8,0.0,0.0,217,211.0,6.0,60.0,288.0,0.027649769585253458,0.2843601895734597,1.327188940092166
IAD,arr,reference,Facilitated hours,476,8.457983193277311,24.0,29.0,34,0.0546218487394958,0.0,4026,4013.0,13.0,575.0,6621.0,0.003229011425732737,0.14328432594069274,1.6445603576751118
IAD,arr,reference,Other hours,196,2.413265306122449,7.0,8.0,8,0.0,0.0,473,470.0,3.0,90.0,996.0,0.006342494714587738,0.19148936170212766,2.105708245243129
IAD,arr,stress,Facilitated hours,595,9.211764705882352,27.0,30.0,34,0.07563025210084033,0.0,5481,5453.0,28.0,1041.0,17418.0,0.005108556832694764,0.19090408949202273,3.177887246852764
IAD,arr,stress,Other hours,245,2.3020408163265307,7.0,7.799999999999983,9,0.0,0.0,564,563.0,1.0,135.0,1534.0,0.0017730496453900709,0.23978685612788633,2.719858156028369
IAD,dep,early_interim,Facilitated hours,238,10.420168067226891,31.30000000000001,35.0,37,0.11764705882352941,0.06302521008403361,2480,2471.0,9.0,391.0,11188.0,0.0036290322580645163,0.15823553217320924,4.5112903225806456
IAD,dep,early_interim,Other hours,98,0.2857142857142857,2.0,2.0,3,0.0,0.0,28,27.0,1.0,4.0,181.0,0.03571428571428571,0.14814814814814814,6.464285714285714
IAD,dep,late_interim,Facilitated hours,221,10.294117647058824,30.0,34.0,37,0.11764705882352941,0.04524886877828054,2275,2262.0,13.0,478.0,16073.0,0.005714285714285714,0.21131741821396993,7.065054945054945
IAD,dep,late_interim,Other hours,91,0.18681318681318682,1.0,2.0,2,0.0,0.0,17,17.0,0.0,2.0,73.0,0.0,0.11764705882352941,4.294117647058823
IAD,dep,reference,Facilitated hours,476,9.407563025210084,30.0,35.0,39,0.1134453781512605,0.052521008403361345,4478,4464.0,14.0,587.0,17486.0,0.0031263957123715946,0.13149641577060933,3.9048682447521217
IAD,dep,reference,Other hours,196,0.07142857142857142,0.0,1.0,2,0.0,0.0,14,14.0,0.0,0.0,16.0,0.0,0.0,1.1428571428571428
IAD,dep,stress,Facilitated hours,595,10.084033613445378,32.0,35.0,37,0.11764705882352941,0.052100840336134456,6000,5966.0,34.0,1067.0,35402.0,0.005666666666666667,0.17884679852497487,5.900333333333333
IAD,dep,stress,Other hours,245,0.1836734693877551,1.0,1.0,2,0.0,0.0,45,44.0,1.0,4.0,3.0,0.022222222222222223,0.09090909090909091,0.06666666666666667
IAH,arr,early_interim,Facilitated hours,238,17.84453781512605,32.0,41.0,44,0.15966386554621848,0.058823529411764705,4247,4229.0,18.0,1118.0,29557.0,0.004238285848834471,0.2643650981319461,6.959500824111137
IAH,arr,early_interim,Other hours,98,3.857142857142857,14.299999999999997,19.0,19,0.0,0.0,378,373.0,5.0,105.0,1956.0,0.013227513227513227,0.28150134048257375,5.174603174603175
IAH,arr,late_interim,Facilitated hours,221,17.773755656108598,33.0,41.0,46,0.17647058823529413,0.06334841628959276,3928,3844.0,84.0,1391.0,66429.0,0.021384928716904276,0.3618626430801249,16.911659877800407
IAH,arr,late_interim,Other hours,91,4.043956043956044,16.0,20.0,21,0.0,0.0,368,362.0,6.0,130.0,2327.0,0.016304347826086956,0.35911602209944754,6.323369565217392
IAH,arr,reference,Facilitated hours,476,17.228991596638654,33.0,40.0,42,0.16596638655462184,0.09033613445378151,8201,8167.0,34.0,1351.0,22271.0,0.004145835873673942,0.1654218195175707,2.7156444336056578
IAH,arr,reference,Other hours,196,3.295918367346939,14.0,15.25,18,0.0,0.0,646,645.0,1.0,139.0,1572.0,0.0015479876160990713,0.21550387596899226,2.43343653250774
IAH,arr,stress,Facilitated hours,595,17.771428571428572,34.0,40.0,43,0.18823529411764706,0.08739495798319327,10574,10447.0,127.0,1994.0,46186.0,0.012010592018157745,0.19086819182540443,4.367883487800265
IAH,arr,stress,Other hours,245,3.253061224489796,14.599999999999994,16.0,17,0.0,0.0,797,787.0,10.0,204.0,3287.0,0.012547051442910916,0.25921219822109276,4.124215809284818
IAH,dep,early_interim,Facilitated hours,238,18.894957983193276,33.30000000000001,38.0,43,0.24369747899159663,0.09243697478991597,4497,4478.0,19.0,1410.0,22271.0,0.004225038914832111,0.3148727110317106,4.952412719590838
IAH,dep,early_interim,Other hours,98,1.2244897959183674,7.0,8.0,9,0.0,0.0,120,118.0,2.0,7.0,70.0,0.016666666666666666,0.059322033898305086,0.5833333333333334
IAH,dep,late_interim,Facilitated hours,221,18.90497737556561,33.0,37.0,41,0.24434389140271492,0.07692307692307693,4178,4047.0,131.0,1517.0,25289.0,0.03135471517472475,0.37484556461576474,6.052896122546673
IAH,dep,late_interim,Other hours,91,1.3076923076923077,7.0,9.0,10,0.0,0.0,119,116.0,3.0,14.0,448.0,0.025210084033613446,0.1206896551724138,3.764705882352941
IAH,dep,reference,Facilitated hours,476,18.08613445378151,37.0,40.0,44,0.2668067226890756,0.15966386554621848,8609,8569.0,40.0,1665.0,24947.0,0.004646300383319781,0.19430505309837787,2.897781391566965
IAH,dep,reference,Other hours,196,1.2448979591836735,8.0,9.0,11,0.0,0.0,244,243.0,1.0,15.0,147.0,0.004098360655737705,0.06172839506172839,0.6024590163934426
IAH,dep,stress,Facilitated hours,595,18.61512605042017,38.0,41.0,44,0.2672268907563025,0.13949579831932774,11076,10943.0,133.0,2544.0,59059.0,0.012007945106536655,0.2324773828017911,5.332159624413146
IAH,dep,stress,Other hours,245,1.220408163265306,7.0,9.799999999999983,11,0.0,0.0,299,298.0,1.0,28.0,458.0,0.0033444816053511705,0.09395973154362416,1.5317725752508362
IND,arr,early_interim,Facilitated hours,238,7.109243697478991,11.0,13.0,18,0.0,0.0,1692,1688.0,4.0,331.0,2741.0,0.002364066193853428,0.19609004739336494,1.6199763593380614
IND,arr,early_interim,Other hours,98,2.561224489795918,11.0,13.149999999999991,15,0.0,0.0,251,249.0,2.0,78.0,813.0,0.00796812749003984,0.3132530120481928,3.239043824701195
IND,arr,late_interim,Facilitated hours,221,6.846153846153846,11.0,12.0,15,0.0,0.0,1513,1503.0,10.0,361.0,5531.0,0.006609385327164574,0.24018629407850964,3.6556510244547256
IND,arr,late_interim,Other hours,91,3.120879120879121,12.0,14.5,17,0.0,0.0,284,277.0,7.0,130.0,827.0,0.02464788732394366,0.4693140794223827,2.9119718309859155
IND,arr,reference,Facilitated hours,476,7.05672268907563,11.0,12.0,16,0.0,0.0,3359,3329.0,30.0,635.0,8191.0,0.008931229532598988,0.1907479723640733,2.43852337005061
IND,arr,reference,Other hours,196,2.8418367346938775,10.0,11.0,14,0.0,0.0,557,546.0,11.0,176.0,2191.0,0.019748653500897665,0.32234432234432236,3.933572710951526
