month,side,counterpart,carrier,carrier_group,departures_performed,seats,passengers,distance
7,arr,MHT,FX,Other carriers,2.0,0.0,0.0,209.0
7,arr,MIA,AA,Other carriers,112.0,19264.0,17374.0,1085.0
7,arr,MIA,M6,Other carriers,1.0,0.0,0.0,1085.0
7,arr,MIA,NK,Other carriers,28.0,4928.0,4296.0,1085.0
7,arr,MIA,UA,United,143.0,25142.0,20140.0,1085.0
7,arr,MKE,YX,Other carriers,78.0,5796.0,5262.0,725.0
7,arr,MSN,YX,Other carriers,29.0,2162.0,1899.0,799.0
7,arr,MSP,DL,Other carriers,115.0,14681.0,12890.0,1008.0
7,arr,MSP,FX,Other carriers,1.0,0.0,0.0,1008.0
7,arr,MSP,SY,Other carriers,29.0,5394.0,4475.0,1008.0
7,arr,MSP,UA,United,58.0,8832.0,6310.0,1008.0
7,arr,MSY,NK,Other carriers,3.0,528.0,353.0,1167.0
7,arr,MSY,UA,United,55.0,8143.0,6530.0,1167.0
7,arr,MSY,YX,Other carriers,4.0,298.0,266.0,1167.0
7,arr,MYR,NK,Other carriers,30.0,5280.0,4433.0,550.0
7,arr,MYR,UA,United,32.0,4072.0,3648.0,550.0
7,arr,MYR,YX,Other carriers,21.0,1596.0,1277.0,550.0
7,arr,OAK,1EQ,Other carriers,1.0,76.0,12.0,2555.0
7,arr,OAK,FX,Other carriers,4.0,0.0,0.0,2555.0
7,arr,ONT,5X,Other carriers,13.0,0.0,0.0,2409.0
7,arr,ORD,AA,Other carriers,53.0,9116.0,8248.0,719.0
7,arr,ORD,AS,Other carriers,1.0,178.0,170.0,719.0
7,arr,ORD,MQ,Other carriers,59.0,3890.0,3638.0,719.0
7,arr,ORD,NK,Other carriers,8.0,1825.0,1650.0,719.0
7,arr,ORD,SY,Other carriers,1.0,186.0,44.0,719.0
7,arr,ORD,UA,United,352.0,64228.0,58557.0,719.0
7,arr,ORF,B6,Other carriers,1.0,159.0,144.0,284.0
7,arr,ORF,DL,Other carriers,1.0,188.0,162.0,284.0
7,arr,ORF,G7,Other carriers,54.0,2700.0,2123.0,284.0
7,arr,ORF,UA,United,33.0,5650.0,3402.0,284.0
7,arr,ORF,YX,Other carriers,16.0,1210.0,705.0,284.0
7,arr,PBI,5Y,Other carriers,1.0,189.0,0.0,1024.0
7,arr,PBI,B6,Other carriers,55.0,8910.0,7679.0,1024.0
7,arr,PBI,UA,United,141.0,23966.0,20705.0,1024.0
7,arr,PDX,AS,Other carriers,28.0,4984.0,4497.0,2434.0
7,arr,PDX,UA,United,59.0,9838.0,8976.0,2434.0
7,arr,PHL,5X,Other carriers,10.0,0.0,0.0,80.0
7,arr,PHL,AM,Other carriers,1.0,166.0,137.0,80.0
7,arr,PHL,DL,Other carriers,1.0,180.0,109.0,80.0
7,arr,PHL,SY,Other carriers,1.0,186.0,0.0,80.0
7,arr,PHL,UA,United,5.0,869.0,640.0,80.0
7,arr,PHL,YX,Other carriers,1.0,70.0,14.0,80.0
7,arr,PHX,AA,Other carriers,90.0,16506.0,13916.0,2133.0
7,arr,PHX,UA,United,112.0,19476.0,13964.0,2133.0
7,arr,PIT,AA,Other carriers,1.0,190.0,186.0,319.0
7,arr,PIT,AS,Other carriers,3.0,515.0,425.0,319.0
7,arr,PIT,DL,Other carriers,1.0,180.0,134.0,319.0
7,arr,PIT,G7,Other carriers,44.0,2200.0,1912.0,319.0
7,arr,PIT,NK,Other carriers,21.0,4432.0,2422.0,319.0
7,arr,PIT,UA,United,3.0,537.0,446.0,319.0
7,arr,PIT,YX,Other carriers,118.0,8890.0,6847.0,319.0
7,arr,PVD,FX,Other carriers,1.0,0.0,0.0,159.0
7,arr,PWM,UA,United,26.0,4641.0,2173.0,284.0
7,arr,PWM,YX,Other carriers,82.0,6100.0,5255.0,284.0
7,arr,RDU,9E,Other carriers,54.0,4098.0,3623.0,416.0
7,arr,RDU,NK,Other carriers,16.0,3368.0,2438.0,416.0
7,arr,RDU,UA,United,118.0,19795.0,16147.0,416.0
7,arr,RDU,YX,Other carriers,5.0,380.0,334.0,416.0
7,arr,RFD,5X,Other carriers,18.0,0.0,0.0,781.0
7,arr,RIC,B6,Other carriers,1.0,159.0,138.0,277.0
7,arr,RIC,DL,Other carriers,1.0,180.0,156.0,277.0
7,arr,RIC,G7,Other carriers,117.0,5850.0,4544.0,277.0
7,arr,RIC,UA,United,3.0,537.0,377.0,277.0
7,arr,RIC,YX,Other carriers,20.0,1520.0,837.0,277.0
7,arr,ROC,FX,Other carriers,1.0,0.0,0.0,246.0
7,arr,ROC,G7,Other carriers,31.0,1550.0,1433.0,246.0
7,arr,ROC,YX,Other carriers,47.0,3560.0,3069.0,246.0
7,arr,RSW,B6,Other carriers,31.0,5022.0,4562.0,1068.0
7,arr,RSW,UA,United,88.0,15453.0,13366.0,1068.0
7,arr,SAN,AS,Other carriers,24.0,4234.0,3768.0,2425.0
7,arr,SAN,UA,United,116.0,20335.0,16643.0,2425.0
7,arr,SAT,37Q,Other carriers,1.0,191.0,17.0,1569.0
7,arr,SAT,NK,Other carriers,2.0,352.0,316.0,1569.0
7,arr,SAT,UA,United,31.0,5549.0,4450.0,1569.0
7,arr,SAV,UA,United,53.0,8163.0,5937.0,708.0
7,arr,SAV,YX,Other carriers,4.0,304.0,284.0,708.0
7,arr,SDF,5X,Other carriers,115.0,0.0,0.0,642.0
7,arr,SDF,G7,Other carriers,1.0,50.0,43.0,642.0
7,arr,SDF,NK,Other carriers,6.0,1332.0,635.0,642.0
7,arr,SDF,YX,Other carriers,61.0,4630.0,3722.0,642.0
7,arr,SEA,AS,Other carriers,86.0,15308.0,14321.0,2402.0
7,arr,SEA,UA,United,120.0,20731.0,19315.0,2402.0
7,arr,SFO,AS,Other carriers,60.0,10172.0,9497.0,2565.0
7,arr,SFO,DL,Other carriers,1.0,72.0,66.0,2565.0
7,arr,SFO,UA,United,317.0,71100.0,66413.0,2565.0
7,arr,SJC,SY,Other carriers,1.0,186.0,47.0,2548.0
7,arr,SJU,B6,Other carriers,57.0,10938.0,10285.0,1608.0
7,arr,SJU,F9,Other carriers,31.0,6674.0,5938.0,1608.0
7,arr,SJU,FX,Other carriers,1.0,0.0,0.0,1608.0
7,arr,SJU,M6,Other carriers,23.0,0.0,0.0,1608.0
7,arr,SJU,NK,Other carriers,11.0,1989.0,1537.0,1608.0
7,arr,SJU,UA,United,90.0,17826.0,15862.0,1608.0
7,arr,SLC,DL,Other carriers,53.0,9539.0,8442.0,1969.0
7,arr,SLC,UA,United,29.0,3920.0,3677.0,1969.0
7,arr,SMF,UA,United,29.0,5191.0,4527.0,2500.0
7,arr,SNA,UA,United,86.0,10916.0,10044.0,2433.0
7,arr,SRQ,UA,United,62.0,9476.0,8209.0,1034.0
7,arr,STL,YX,Other carriers,80.0,5954.0,5542.0,872.0
7,arr,STT,UA,United,8.0,1328.0,995.0,1634.0
7,arr,SWF,UA,United,3.0,706.0,675.0,56.0
7,arr,SYR,B6,Other carriers,1.0,159.0,149.0,194.0
7,arr,SYR,G7,Other carriers,4.0,200.0,169.0,194.0
7,arr,SYR,UA,United,3.0,481.0,340.0,194.0
7,arr,SYR,YX,Other carriers,55.0,4006.0,3483.0,194.0
7,arr,TPA,B6,Other carriers,55.0,8910.0,7726.0,997.0
7,arr,TPA,UA,United,172.0,29890.0,25730.0,997.0
7,arr,TVC,G7,Other carriers,54.0,2700.0,1879.0,644.0
7,arr,TYS,G4,Other carriers,16.0,2886.0,2589.0,631.0
7,arr,VPS,G4,Other carriers,14.0,2517.0,2213.0,988.0
7,arr,YIP,37Q,Other carriers,4.0,640.0,319.0,497.0
7,arr,YNG,37Q,Other carriers,11.0,1760.0,480.0,343.0
7,dep,ABI,UA,United,1.0,179.0,147.0,1523.0
7,dep,ACK,G7,Other carriers,57.0,2850.0,2373.0,218.0
7,dep,AEX,37Q,Other carriers,7.0,1120.0,726.0,1212.0
7,dep,AFW,FX,Other carriers,18.0,0.0,0.0,1383.0
7,dep,ALB,YX,Other carriers,1.0,76.0,57.0,143.0
7,dep,ANC,FX,Other carriers,22.0,0.0,0.0,3370.0
7,dep,ANC,UA,United,29.0,4814.0,3833.0,3370.0
7,dep,ATL,DL,Other carriers,251.0,46603.0,42889.0,746.0
7,dep,ATL,F9,Other carriers,59.0,12174.0,11014.0,746.0
7,dep,ATL,NK,Other carriers,29.0,5486.0,5179.0,746.0
7,dep,ATL,SY,Other carriers,1.0,186.0,63.0,746.0
7,dep,ATL,UA,United,154.0,23396.0,20612.0,746.0
7,dep,ATL,YX,Other carriers,14.0,1058.0,956.0,746.0
7,dep,ATW,G4,Other carriers,9.0,1620.0,1479.0,772.0
7,dep,AUS,AA,Other carriers,1.0,190.0,190.0,1504.0
7,dep,AUS,NK,Other carriers,27.0,4752.0,4393.0,1504.0
7,dep,AUS,UA,United,144.0,22404.0,19858.0,1504.0
7,dep,AVL,G4,Other carriers,18.0,3240.0,2940.0,583.0
7,dep,AVL,G7,Other carriers,30.0,1500.0,1341.0,583.0
7,dep,BED,SY,Other carriers,1.0,186.0,48.0,193.0
7,dep,BGR,G7,Other carriers,3.0,150.0,131.0,393.0
7,dep,BGR,YX,Other carriers,77.0,5726.0,5079.0,393.0
7,dep,BHM,NK,Other carriers,27.0,4752.0,2154.0,850.0
7,dep,BNA,NK,Other carriers,14.0,2602.0,2380.0,748.0
7,dep,BNA,UA,United,132.0,21664.0,19810.0,748.0
7,dep,BNA,YX,Other carriers,8.0,596.0,520.0,748.0
7,dep,BOS,FX,Other carriers,39.0,0.0,0.0,200.0
7,dep,BOS,UA,United,208.0,32016.0,25700.0,200.0
7,dep,BOS,YX,Other carriers,89.0,6614.0,5113.0,200.0
7,dep,BQN,UA,United,29.0,5191.0,4774.0,1585.0
7,dep,BTV,YX,Other carriers,75.0,5700.0,4918.0,266.0
7,dep,BUF,G7,Other carriers,27.0,1350.0,1227.0,282.0
7,dep,BUF,UA,United,27.0,3402.0,2560.0,282.0
7,dep,BUF,YX,Other carriers,22.0,1666.0,1607.0,282.0
7,dep,BWI,5Y,Other carriers,1.0,189.0,0.0,169.0
7,dep,BWI,FX,Other carriers,36.0,0.0,0.0,169.0
7,dep,BZN,1EQ,Other carriers,1.0,76.0,60.0,1882.0
7,dep,BZN,UA,United,62.0,9385.0,8199.0,1882.0
7,dep,CAE,NK,Other carriers,17.0,2992.0,1877.0,603.0
7,dep,CHA,DL,Other carriers,1.0,189.0,185.0,718.0
7,dep,CHA,NK,Other carriers,17.0,2992.0,1148.0,718.0
7,dep,CHS,NK,Other carriers,17.0,2992.0,2850.0,628.0
7,dep,CHS,UA,United,31.0,3946.0,3671.0,628.0
7,dep,CHS,YX,Other carriers,51.0,3840.0,3526.0,628.0
7,dep,CLE,G7,Other carriers,3.0,150.0,137.0,404.0
7,dep,CLE,UA,United,114.0,17730.0,13202.0,404.0
7,dep,CLE,YX,Other carriers,57.0,4290.0,3889.0,404.0
7,dep,CLT,AA,Other carriers,130.0,22756.0,20280.0,529.0
7,dep,CLT,NK,Other carriers,28.0,5165.0,4363.0,529.0
7,dep,CLT,UA,United,109.0,15199.0,12462.0,529.0
7,dep,CLT,YX,Other carriers,33.0,2508.0,2259.0,529.0
7,dep,CMH,DL,Other carriers,1.0,110.0,105.0,463.0
7,dep,CMH,G7,Other carriers,3.0,150.0,134.0,463.0
7,dep,CMH,NK,Other carriers,8.0,1684.0,807.0,463.0
7,dep,CMH,SY,Other carriers,1.0,186.0,49.0,463.0
7,dep,CMH,YX,Other carriers,134.0,10028.0,9118.0,463.0
7,dep,COS,UA,United,1.0,200.0,187.0,1623.0
7,dep,CRW,MX,Other carriers,14.0,1918.0,1219.0,427.0
7,dep,CVG,9E,Other carriers,30.0,2272.0,1920.0,569.0
7,dep,CVG,G4,Other carriers,8.0,1272.0,1173.0,569.0
7,dep,CVG,G7,Other carriers,30.0,1500.0,1366.0,569.0
7,dep,CVG,YX,Other carriers,52.0,3838.0,3644.0,569.0
7,dep,DCA,G7,Other carriers,245.0,12250.0,9737.0,199.0
7,dep,DCA,YX,Other carriers,1.0,76.0,44.0,199.0
7,dep,DEN,UA,United,292.0,54796.0,50263.0,1605.0
7,dep,DFW,5X,Other carriers,14.0,0.0,0.0,1372.0
7,dep,DFW,AA,Other carriers,113.0,19994.0,18701.0,1372.0
7,dep,DFW,NK,Other carriers,27.0,6169.0,5979.0,1372.0
7,dep,DFW,UA,United,129.0,17669.0,16000.0,1372.0
7,dep,DFW,YX,Other carriers,8.0,608.0,558.0,1372.0
7,dep,DSM,G4,Other carriers,9.0,1614.0,1499.0,1017.0
7,dep,DSM,UA,United,1.0,179.0,173.0,1017.0
7,dep,DTW,9E,Other carriers,1.0,76.0,70.0,488.0
7,dep,DTW,DL,Other carriers,132.0,14525.0,12903.0,488.0
7,dep,DTW,NK,Other carriers,53.0,9650.0,8076.0,488.0
7,dep,DTW,UA,United,26.0,3276.0,2741.0,488.0
7,dep,DTW,YX,Other carriers,108.0,8196.0,7196.0,488.0
7,dep,ELP,37Q,Other carriers,1.0,191.0,79.0,1888.0
7,dep,EYW,UA,United,31.0,3906.0,3304.0,1196.0
7,dep,FLL,B6,Other carriers,81.0,13116.0,12100.0,1065.0
7,dep,FLL,NK,Other carriers,86.0,17067.0,15824.0,1065.0
7,dep,FLL,SY,Other carriers,1.0,186.0,55.0,1065.0
7,dep,FLL,UA,United,147.0,25559.0,23683.0,1065.0
7,dep,FNT,G4,Other carriers,8.0,1440.0,657.0,518.0
7,dep,FSD,UA,United,1.0,179.0,144.0,1173.0
7,dep,GRR,G4,Other carriers,9.0,1620.0,1418.0,605.0
7,dep,GRR,YX,Other carriers,58.0,4402.0,3868.0,605.0
7,dep,GSO,FX,Other carriers,17.0,0.0,0.0,445.0
7,dep,GSO,G7,Other carriers,55.0,2750.0,2308.0,445.0
7,dep,GSP,G7,Other carriers,2.0,100.0,81.0,594.0
7,dep,GSP,YX,Other carriers,75.0,5676.0,4888.0,594.0
7,dep,HHH,YX,Other carriers,31.0,2356.0,1624.0,687.0
7,dep,HPN,DL,Other carriers,1.0,72.0,0.0,35.0
7,dep,HPN,SY,Other carriers,3.0,558.0,0.0,35.0
7,dep,HRL,37Q,Other carriers,6.0,960.0,575.0,1675.0
7,dep,HRL,GCA,Other carriers,1.0,150.0,100.0,1675.0
7,dep,IAD,FX,Other carriers,54.0,0.0,0.0,212.0
7,dep,IAD,G7,Other carriers,30.0,1500.0,1074.0,212.0
7,dep,IAD,TP,Other carriers,3.0,506.0,320.0,212.0
7,dep,IAD,UA,United,118.0,20035.0,15231.0,212.0
7,dep,IAD,YX,Other carriers,4.0,304.0,229.0,212.0
7,dep,IAH,NK,Other carriers,27.0,5102.0,4892.0,1400.0
7,dep,IAH,UA,United,294.0,52127.0,48000.0,1400.0
7,dep,ICT,AA,Other carriers,1.0,190.0,185.0,1263.0
7,dep,IDA,UA,United,1.0,126.0,95.0,1940.0
7,dep,ILM,G7,Other carriers,54.0,2700.0,1997.0,488.0
7,dep,IND,FX,Other carriers,49.0,0.0,0.0,645.0
7,dep,IND,NK,Other carriers,27.0,5010.0,4536.0,645.0
7,dep,IND,UA,United,1.0,200.0,191.0,645.0
7,dep,IND,YX,Other carriers,126.0,9414.0,8613.0,645.0
7,dep,JAC,UA,United,25.0,3150.0,2458.0,1874.0
7,dep,JAX,UA,United,92.0,15525.0,13804.0,820.0
7,dep,JAX,YX,Other carriers,23.0,1748.0,1507.0,820.0
7,dep,JFK,B6,Other carriers,6.0,1086.0,889.0,21.0
7,dep,JFK,DL,Other carriers,1.0,72.0,0.0,21.0
7,dep,LAS,NK,Other carriers,51.0,11308.0,9655.0,2227.0
7,dep,LAS,UA,United,202.0,34430.0,28122.0,2227.0
7,dep,LAX,AS,Other carriers,61.0,10858.0,9906.0,2454.0
7,dep,LAX,B6,Other carriers,82.0,13161.0,11026.0,2454.0
7,dep,LAX,FX,Other carriers,5.0,0.0,0.0,2454.0
7,dep,LAX,NK,Other carriers,30.0,5704.0,5436.0,2454.0
7,dep,LAX,UA,United,299.0,67099.0,61720.0,2454.0
7,dep,LEX,G7,Other carriers,1.0,50.0,47.0,588.0
7,dep,LGA,DL,Other carriers,2.0,378.0,288.0,17.0
7,dep,MCI,UA,United,27.0,4534.0,3579.0,1092.0
7,dep,MCI,YX,Other carriers,24.0,1824.0,1692.0,1092.0
7,dep,MCO,AA,Other carriers,1.0,172.0,167.0,937.0
7,dep,MCO,B6,Other carriers,103.0,16669.0,15568.0,937.0
7,dep,MCO,M6,Other carriers,22.0,0.0,0.0,937.0
7,dep,MCO,NK,Other carriers,88.0,17023.0,16288.0,937.0
7,dep,MCO,UA,United,262.0,45987.0,44097.0,937.0
7,dep,MDW,G4,Other carriers,1.0,180.0,81.0,711.0
7,dep,MDW,SY,Other carriers,2.0,372.0,222.0,711.0
7,dep,MEM,FX,Other carriers,101.0,0.0,0.0,946.0
7,dep,MEM,YX,Other carriers,48.0,3648.0,3047.0,946.0
7,dep,MFE,UA,United,1.0,166.0,159.0,1704.0
7,dep,MIA,AA,Other carriers,112.0,19264.0,18138.0,1085.0
7,dep,MIA,MX,Other carriers,1.0,137.0,70.0,1085.0
7,dep,MIA,NK,Other carriers,29.0,5104.0,4702.0,1085.0
7,dep,MIA,UA,United,145.0,25542.0,23563.0,1085.0
7,dep,MKE,YX,Other carriers,73.0,5416.0,5042.0,725.0
7,dep,MRY,JML,Other carriers,1.0,19.0,4.0,2563.0
7,dep,MSN,YX,Other carriers,25.0,1900.0,1760.0,799.0
7,dep,MSP,DL,Other carriers,115.0,14681.0,12861.0,1008.0
7,dep,MSP,SY,Other carriers,27.0,5022.0,4695.0,1008.0
7,dep,MSP,UA,United,60.0,10324.0,8354.0,1008.0
7,dep,MSY,NK,Other carriers,3.0,528.0,481.0,1167.0
7,dep,MSY,UA,United,56.0,7056.0,6586.0,1167.0
7,dep,MSY,YX,Other carriers,4.0,298.0,260.0,1167.0
7,dep,MYR,NK,Other carriers,28.0,4928.0,4207.0,550.0
7,dep,MYR,UA,United,30.0,3780.0,3385.0,550.0
7,dep,MYR,YX,Other carriers,26.0,1976.0,1717.0,550.0
7,dep,NGU,X9,Other carriers,1.0,246.0,0.0,283.0
7,dep,OAK,1EQ,Other carriers,1.0,76.0,14.0,2555.0
7,dep,OAK,FX,Other carriers,19.0,0.0,0.0,2555.0
7,dep,OMA,UA,United,1.0,179.0,176.0,1134.0
7,dep,ONT,FX,Other carriers,14.0,0.0,0.0,2409.0
7,dep,OPF,GCA,Other carriers,1.0,68.0,0.0,1078.0
7,dep,ORD,AA,Other carriers,52.0,8944.0,8118.0,719.0
7,dep,ORD,DL,Other carriers,1.0,234.0,173.0,719.0
7,dep,ORD,MQ,Other carriers,59.0,3890.0,3734.0,719.0
7,dep,ORD,NK,Other carriers,6.0,1367.0,1265.0,719.0
7,dep,ORD,SY,Other carriers,1.0,186.0,45.0,719.0
7,dep,ORD,UA,United,351.0,64148.0,59278.0,719.0
7,dep,ORF,G7,Other carriers,55.0,2750.0,2474.0,284.0
7,dep,ORF,UA,United,28.0,4973.0,2994.0,284.0
7,dep,ORF,YX,Other carriers,17.0,1292.0,1144.0,284.0
7,dep,PAE,AS,Other carriers,1.0,159.0,149.0,2397.0
7,dep,PBI,B6,Other carriers,58.0,9390.0,8592.0,1024.0
7,dep,PBI,UA,United,146.0,24901.0,22618.0,1024.0
7,dep,PDX,AS,Other carriers,28.0,4927.0,4540.0,2434.0
7,dep,PDX,UA,United,61.0,10196.0,8852.0,2434.0
7,dep,PHL,5X,Other carriers,13.0,0.0,0.0,80.0
7,dep,PHX,AA,Other carriers,91.0,16714.0,15148.0,2133.0
7,dep,PHX,UA,United,119.0,20547.0,17441.0,2133.0
7,dep,PIT,G7,Other carriers,48.0,2400.0,2202.0,319.0
7,dep,PIT,NK,Other carriers,20.0,4210.0,2234.0,319.0
7,dep,PIT,YX,Other carriers,109.0,8086.0,6959.0,319.0
7,dep,PVD,DL,Other carriers,1.0,72.0,0.0,159.0
7,dep,PWM,UA,United,29.0,5139.0,3004.0,284.0
7,dep,PWM,YX,Other carriers,80.0,5948.0,5640.0,284.0
7,dep,RAP,UA,United,1.0,179.0,149.0,1489.0
7,dep,RDU,9E,Other carriers,55.0,4174.0,3647.0,416.0
7,dep,RDU,NK,Other carriers,16.0,3368.0,2730.0,416.0
7,dep,RDU,UA,United,112.0,18723.0,16875.0,416.0
7,dep,RDU,YX,Other carriers,4.0,304.0,236.0,416.0
7,dep,RFD,5X,Other carriers,48.0,0.0,0.0,781.0
7,dep,RIC,37Q,Other carriers,2.0,320.0,125.0,277.0
7,dep,RIC,G7,Other carriers,101.0,5050.0,3885.0,277.0
7,dep,RIC,YX,Other carriers,27.0,2052.0,1785.0,277.0
7,dep,ROC,G7,Other carriers,30.0,1500.0,1346.0,246.0
7,dep,ROC,YX,Other carriers,45.0,3414.0,2896.0,246.0
7,dep,RSW,B6,Other carriers,31.0,5019.0,4279.0,1068.0
7,dep,RSW,UA,United,91.0,15937.0,15008.0,1068.0
7,dep,SAN,AS,Other carriers,26.0,4609.0,4066.0,2425.0
7,dep,SAN,UA,United,120.0,21051.0,18745.0,2425.0
7,dep,SAT,NK,Other carriers,2.0,352.0,315.0,1569.0
7,dep,SAT,UA,United,31.0,3906.0,3643.0,1569.0
7,dep,SAV,UA,United,54.0,8289.0,6441.0,708.0
7,dep,SAV,YX,Other carriers,4.0,304.0,297.0,708.0
7,dep,SDF,5X,Other carriers,123.0,0.0,0.0,642.0
7,dep,SDF,G7,Other carriers,1.0,50.0,46.0,642.0
7,dep,SDF,NK,Other carriers,8.0,1776.0,983.0,642.0
7,dep,SDF,YX,Other carriers,59.0,4472.0,3984.0,642.0
7,dep,SEA,AS,Other carriers,87.0,14963.0,13722.0,2402.0
7,dep,SEA,FX,Other carriers,4.0,0.0,0.0,2402.0
7,dep,SEA,UA,United,122.0,21414.0,20196.0,2402.0
7,dep,SFO,AS,Other carriers,62.0,11036.0,10352.0,2565.0
7,dep,SFO,UA,United,319.0,71429.0,67817.0,2565.0
7,dep,SHV,UA,United,1.0,126.0,68.0,1229.0
7,dep,SJC,SY,Other carriers,1.0,186.0,46.0,2548.0
7,dep,SJU,B6,Other carriers,57.0,10938.0,10668.0,1608.0
7,dep,SJU,F9,Other carriers,32.0,6860.0,6225.0,1608.0
7,dep,SJU,NK,Other carriers,10.0,1760.0,1710.0,1608.0
7,dep,SJU,UA,United,91.0,18447.0,16820.0,1608.0
7,dep,SLC,DL,Other carriers,57.0,10259.0,9295.0,1969.0
7,dep,SLC,UA,United,30.0,4099.0,3759.0,1969.0
7,dep,SMF,UA,United,29.0,5191.0,4629.0,2500.0
7,dep,SNA,UA,United,85.0,13150.0,12157.0,2433.0
7,dep,SRQ,UA,United,60.0,9224.0,7692.0,1034.0
7,dep,STL,YX,Other carriers,78.0,5796.0,5421.0,872.0
7,dep,STT,UA,United,8.0,1328.0,1229.0,1634.0
7,dep,SYR,G7,Other carriers,4.0,200.0,174.0,194.0
7,dep,SYR,YX,Other carriers,47.0,3404.0,2900.0,194.0
7,dep,TPA,B6,Other carriers,56.0,9066.0,8409.0,997.0
7,dep,TPA,DL,Other carriers,1.0,72.0,0.0,997.0
7,dep,TPA,UA,United,174.0,30054.0,27748.0,997.0
7,dep,TUL,UA,United,1.0,166.0,109.0,1215.0
7,dep,TVC,G7,Other carriers,55.0,2750.0,2261.0,644.0
7,dep,TYS,G4,Other carriers,16.0,2886.0,2629.0,631.0
7,dep,VPS,G4,Other carriers,14.0,2517.0,2338.0,988.0
7,dep,YNG,GCA,Other carriers,3.0,600.0,254.0,343.0
8,arr,ABE,G7,Other carriers,1.0,50.0,49.0,67.0
8,arr,ACK,G7,Other carriers,61.0,3050.0,2705.0,218.0
8,arr,ACK,TJ,Other carriers,1.0,8.0,1.0,218.0
8,arr,ACY,NK,Other carriers,1.0,176.0,145.0,88.0
8,arr,AEX,GCA,Other carriers,3.0,431.0,163.0,1212.0
8,arr,ANC,FX,Other carriers,22.0,0.0,0.0,3370.0
8,arr,ANC,UA,United,31.0,5146.0,4678.0,3370.0
8,arr,ATL,5Y,Other carriers,1.0,0.0,0.0,746.0
8,arr,ATL,DL,Other carriers,264.0,49308.0,44014.0,746.0
8,arr,ATL,F9,Other carriers,61.0,12570.0,11134.0,746.0
8,arr,ATL,NK,Other carriers,31.0,5456.0,5032.0,746.0
8,arr,ATL,SY,Other carriers,1.0,186.0,0.0,746.0
8,arr,ATL,UA,United,156.0,24634.0,18712.0,746.0
8,arr,ATL,YX,Other carriers,18.0,1368.0,1290.0,746.0
8,arr,ATW,G4,Other carriers,5.0,900.0,778.0,772.0
8,arr,AUS,NK,Other carriers,24.0,4224.0,3427.0,1504.0
8,arr,AUS,UA,United,132.0,20399.0,15640.0,1504.0
8,arr,AUS,YX,Other carriers,2.0,140.0,121.0,1504.0
8,arr,AVL,G4,Other carriers,12.0,2160.0,1827.0,583.0
8,arr,AVL,G7,Other carriers,29.0,1450.0,1259.0,583.0
8,arr,AVP,G7,Other carriers,1.0,50.0,47.0,93.0
8,arr,AVP,YX,Other carriers,1.0,76.0,67.0,93.0
8,arr,BDL,B6,Other carriers,1.0,162.0,134.0,116.0
8,arr,BDL,MX,Other carriers,1.0,137.0,109.0,116.0
8,arr,BDL,YX,Other carriers,1.0,76.0,74.0,116.0
8,arr,BGR,UA,United,1.0,231.0,217.0,393.0
8,arr,BGR,YX,Other carriers,92.0,6914.0,5788.0,393.0
8,arr,BHM,NK,Other carriers,17.0,2992.0,1321.0,850.0
8,arr,BNA,NK,Other carriers,13.0,2288.0,1926.0,748.0
8,arr,BNA,SY,Other carriers,1.0,186.0,43.0,748.0
8,arr,BNA,UA,United,113.0,18384.0,14199.0,748.0
8,arr,BNA,YX,Other carriers,34.0,2530.0,2321.0,748.0
8,arr,BOS,5X,Other carriers,1.0,0.0,0.0,200.0
8,arr,BOS,DL,Other carriers,1.0,72.0,57.0,200.0
8,arr,BOS,FX,Other carriers,23.0,0.0,0.0,200.0
8,arr,BOS,UA,United,221.0,34933.0,23142.0,200.0
8,arr,BOS,YX,Other carriers,106.0,7877.0,5721.0,200.0
8,arr,BQN,UA,United,30.0,5370.0,4973.0,1585.0
8,arr,BTV,G7,Other carriers,42.0,2100.0,1697.0,266.0
8,arr,BTV,YX,Other carriers,49.0,3718.0,3310.0,266.0
8,arr,BUF,G7,Other carriers,65.0,3250.0,2930.0,282.0
8,arr,BUF,UA,United,20.0,2837.0,2110.0,282.0
8,arr,BUF,YX,Other carriers,2.0,152.0,148.0,282.0
8,arr,BWI,DL,Other carriers,1.0,72.0,69.0,169.0
8,arr,BWI,FX,Other carriers,16.0,0.0,0.0,169.0
8,arr,BWI,UA,United,2.0,345.0,284.0,169.0
8,arr,BWI,YX,Other carriers,1.0,70.0,68.0,169.0
8,arr,BZN,UA,United,61.0,10086.0,9362.0,1882.0
8,arr,CAE,NK,Other carriers,14.0,2464.0,1458.0,603.0
8,arr,CHA,NK,Other carriers,15.0,2640.0,1255.0,718.0
8,arr,CHS,NK,Other carriers,19.0,3344.0,2545.0,628.0
8,arr,CHS,UA,United,29.0,4410.0,3959.0,628.0
8,arr,CHS,YX,Other carriers,61.0,4564.0,3974.0,628.0
8,arr,CLE,G7,Other carriers,6.0,300.0,284.0,404.0
8,arr,CLE,UA,United,136.0,20920.0,14826.0,404.0
8,arr,CLE,YX,Other carriers,35.0,2642.0,2453.0,404.0
8,arr,CLT,AA,Other carriers,127.0,22312.0,20099.0,529.0
8,arr,CLT,NK,Other carriers,28.0,5928.0,5240.0,529.0
8,arr,CLT,SY,Other carriers,2.0,372.0,43.0,529.0
8,arr,CLT,UA,United,110.0,15025.0,10255.0,529.0
