month,side,counterpart,carrier,carrier_group,departures_performed,seats,passengers,distance
3,arr,SBN,MX,Other carriers,1.0,137.0,80.0,637.0
3,arr,SDF,5X,Other carriers,107.0,0.0,0.0,642.0
3,arr,SDF,YX,Other carriers,87.0,6570.0,5143.0,642.0
3,arr,SEA,AS,Other carriers,67.0,11888.0,10776.0,2402.0
3,arr,SEA,UA,United,61.0,9831.0,8857.0,2402.0
3,arr,SFO,27Q,Other carriers,1.0,10.0,4.0,2565.0
3,arr,SFO,AS,Other carriers,52.0,9218.0,8314.0,2565.0
3,arr,SFO,UA,United,303.0,70406.0,61516.0,2565.0
3,arr,SJC,DL,Other carriers,1.0,72.0,48.0,2548.0
3,arr,SJU,B6,Other carriers,57.0,9188.0,8509.0,1608.0
3,arr,SJU,F9,Other carriers,61.0,13490.0,11520.0,1608.0
3,arr,SJU,FX,Other carriers,1.0,0.0,0.0,1608.0
3,arr,SJU,M6,Other carriers,21.0,0.0,0.0,1608.0
3,arr,SJU,UA,United,91.0,17886.0,15564.0,1608.0
3,arr,SLC,DL,Other carriers,62.0,10590.0,9634.0,1969.0
3,arr,SLC,UA,United,105.0,16762.0,13825.0,1969.0
3,arr,SMF,DL,Other carriers,1.0,72.0,64.0,2500.0
3,arr,SMF,UA,United,2.0,305.0,169.0,2500.0
3,arr,SNA,UA,United,93.0,11798.0,10944.0,2434.0
3,arr,SRQ,UA,United,91.0,12949.0,10989.0,1034.0
3,arr,STL,UA,United,1.0,126.0,113.0,872.0
3,arr,STL,YX,Other carriers,84.0,6360.0,5802.0,872.0
3,arr,STT,UA,United,31.0,5146.0,3588.0,1634.0
3,arr,SWF,UA,United,1.0,231.0,199.0,56.0
3,arr,SYR,9E,Other carriers,1.0,76.0,64.0,195.0
3,arr,SYR,G7,Other carriers,31.0,1550.0,1237.0,195.0
3,arr,SYR,UA,United,1.0,176.0,176.0,195.0
3,arr,SYR,YX,Other carriers,32.0,2420.0,1607.0,195.0
3,arr,TPA,B6,Other carriers,30.0,4860.0,3916.0,997.0
3,arr,TPA,DL,Other carriers,1.0,72.0,0.0,997.0
3,arr,TPA,UA,United,242.0,41688.0,35671.0,997.0
3,arr,TYS,G4,Other carriers,13.0,2340.0,1805.0,631.0
3,arr,USA,XP,Other carriers,1.0,189.0,0.0,511.0
3,arr,VPS,G4,Other carriers,9.0,1404.0,1235.0,988.0
3,arr,YNG,GCA,Other carriers,1.0,180.0,90.0,343.0
3,dep,ABQ,GCA,Other carriers,1.0,180.0,129.0,1805.0
3,dep,AEX,GCA,Other carriers,2.0,248.0,166.0,1212.0
3,dep,ALB,G7,Other carriers,24.0,1200.0,759.0,143.0
3,dep,ALB,YX,Other carriers,29.0,2150.0,1682.0,143.0
3,dep,ANC,FX,Other carriers,21.0,0.0,0.0,3370.0
3,dep,ATL,DL,Other carriers,256.0,41854.0,36728.0,746.0
3,dep,ATL,F9,Other carriers,28.0,6086.0,3684.0,746.0
3,dep,ATL,NK,Other carriers,60.0,10850.0,9625.0,746.0
3,dep,ATL,SY,Other carriers,1.0,186.0,46.0,746.0
3,dep,ATL,UA,United,164.0,23014.0,17140.0,746.0
3,dep,ATL,YX,Other carriers,11.0,830.0,689.0,746.0
3,dep,AUS,NK,Other carriers,14.0,2464.0,2319.0,1504.0
3,dep,AUS,UA,United,142.0,23549.0,21117.0,1504.0
3,dep,AUS,YX,Other carriers,3.0,228.0,214.0,1504.0
3,dep,AVL,G4,Other carriers,12.0,1872.0,1448.0,583.0
3,dep,AVL,G7,Other carriers,2.0,100.0,92.0,583.0
3,dep,AVL,YX,Other carriers,29.0,2144.0,1590.0,583.0
3,dep,AZO,SY,Other carriers,1.0,186.0,0.0,600.0
3,dep,BAF,QFX,Other carriers,1.0,14.0,0.0,126.0
3,dep,BDL,GCA,Other carriers,1.0,68.0,0.0,116.0
3,dep,BDL,XP,Other carriers,1.0,189.0,0.0,116.0
3,dep,BED,DL,Other carriers,1.0,72.0,56.0,193.0
3,dep,BED,GCA,Other carriers,5.0,930.0,361.0,193.0
3,dep,BED,SY,Other carriers,2.0,372.0,80.0,193.0
3,dep,BGR,G7,Other carriers,47.0,2350.0,2028.0,393.0
3,dep,BGR,YX,Other carriers,6.0,426.0,359.0,393.0
3,dep,BIL,AS,Other carriers,1.0,159.0,157.0,1756.0
3,dep,BNA,AC,Other carriers,1.0,70.0,44.0,748.0
3,dep,BNA,NK,Other carriers,36.0,6336.0,5281.0,748.0
3,dep,BNA,SY,Other carriers,2.0,372.0,205.0,748.0
3,dep,BNA,UA,United,109.0,17150.0,15025.0,748.0
3,dep,BNA,YX,Other carriers,9.0,684.0,630.0,748.0
3,dep,BOS,27Q,Other carriers,1.0,10.0,4.0,200.0
3,dep,BOS,DL,Other carriers,2.0,144.0,111.0,200.0
3,dep,BOS,FX,Other carriers,30.0,0.0,0.0,200.0
3,dep,BOS,UA,United,241.0,37821.0,28302.0,200.0
3,dep,BOS,YX,Other carriers,98.0,7240.0,5318.0,200.0
3,dep,BQN,UA,United,31.0,5549.0,4707.0,1585.0
3,dep,BTV,G7,Other carriers,24.0,1200.0,1073.0,266.0
3,dep,BTV,UA,United,30.0,4285.0,3120.0,266.0
3,dep,BTV,YX,Other carriers,33.0,2472.0,1874.0,266.0
3,dep,BUF,G7,Other carriers,32.0,1600.0,1535.0,282.0
3,dep,BUF,UA,United,31.0,4384.0,2763.0,282.0
3,dep,BUF,YX,Other carriers,25.0,1870.0,1663.0,282.0
3,dep,BWI,37Q,Other carriers,1.0,155.0,95.0,169.0
3,dep,BWI,FX,Other carriers,29.0,0.0,0.0,169.0
3,dep,BZN,UA,United,34.0,5644.0,4047.0,1882.0
3,dep,CHS,NK,Other carriers,30.0,5280.0,4339.0,628.0
3,dep,CHS,UA,United,86.0,12981.0,9237.0,628.0
3,dep,CHS,YX,Other carriers,7.0,514.0,482.0,628.0
3,dep,CLE,DL,Other carriers,3.0,216.0,183.0,404.0
3,dep,CLE,G7,Other carriers,12.0,600.0,486.0,404.0
3,dep,CLE,UA,United,86.0,13673.0,8913.0,404.0
3,dep,CLE,YX,Other carriers,77.0,5810.0,5107.0,404.0
3,dep,CLL,37Q,Other carriers,1.0,160.0,0.0,1424.0
3,dep,CLT,AA,Other carriers,179.0,30322.0,24259.0,529.0
3,dep,CLT,DL,Other carriers,2.0,144.0,110.0,529.0
3,dep,CLT,NK,Other carriers,30.0,5280.0,4321.0,529.0
3,dep,CLT,UA,United,93.0,13760.0,9176.0,529.0
3,dep,CLT,YX,Other carriers,31.0,2350.0,2184.0,529.0
3,dep,CMH,7H,Other carriers,1.0,78.0,54.0,463.0
3,dep,CMH,G7,Other carriers,2.0,100.0,98.0,463.0
3,dep,CMH,YX,Other carriers,147.0,11142.0,9515.0,463.0
3,dep,COS,UA,United,1.0,179.0,160.0,1623.0
3,dep,CRW,MX,Other carriers,9.0,1175.0,561.0,427.0
3,dep,CVG,9E,Other carriers,85.0,6454.0,4647.0,569.0
3,dep,CVG,ABX,Other carriers,2.0,0.0,0.0,569.0
3,dep,CVG,G4,Other carriers,8.0,1293.0,895.0,569.0
3,dep,CVG,G7,Other carriers,35.0,1750.0,1605.0,569.0
3,dep,CVG,YX,Other carriers,76.0,5698.0,4133.0,569.0
3,dep,DCA,G7,Other carriers,199.0,9950.0,7614.0,199.0
3,dep,DCA,YX,Other carriers,52.0,3922.0,2757.0,199.0
3,dep,DEN,GCA,Other carriers,1.0,180.0,123.0,1605.0
3,dep,DEN,UA,United,271.0,48145.0,40897.0,1605.0
3,dep,DFW,5X,Other carriers,12.0,0.0,0.0,1372.0
3,dep,DFW,AA,Other carriers,120.0,21684.0,17359.0,1372.0
3,dep,DFW,NK,Other carriers,29.0,5104.0,4736.0,1372.0
3,dep,DFW,UA,United,138.0,20418.0,16770.0,1372.0
3,dep,DFW,YX,Other carriers,5.0,374.0,299.0,1372.0
3,dep,DTW,DL,Other carriers,119.0,13129.0,11045.0,488.0
3,dep,DTW,G7,Other carriers,37.0,1850.0,1571.0,488.0
3,dep,DTW,NK,Other carriers,29.0,5104.0,3673.0,488.0
3,dep,DTW,UA,United,29.0,4652.0,2917.0,488.0
3,dep,DTW,YX,Other carriers,52.0,3916.0,3293.0,488.0
3,dep,EGE,UA,United,28.0,4928.0,3503.0,1725.0
3,dep,ELP,GCA,Other carriers,1.0,210.0,69.0,1888.0
3,dep,EYW,UA,United,30.0,3780.0,3327.0,1196.0
3,dep,FLL,B6,Other carriers,90.0,14580.0,12388.0,1065.0
3,dep,FLL,NK,Other carriers,137.0,25732.0,22042.0,1065.0
3,dep,FLL,UA,United,269.0,46343.0,36442.0,1065.0
3,dep,FTW,MX,Other carriers,1.0,137.0,56.0,1391.0
3,dep,GRR,YX,Other carriers,59.0,4418.0,3577.0,605.0
3,dep,GSO,FX,Other carriers,16.0,0.0,0.0,445.0
3,dep,GSO,G7,Other carriers,61.0,3050.0,2704.0,445.0
3,dep,GSP,G7,Other carriers,56.0,2800.0,2574.0,594.0
3,dep,GSP,YX,Other carriers,4.0,292.0,253.0,594.0
3,dep,HDN,UA,United,27.0,4482.0,2682.0,1728.0
3,dep,HHH,YX,Other carriers,6.0,456.0,362.0,687.0
3,dep,HNL,UA,United,26.0,6006.0,4138.0,4962.0
3,dep,HOU,27Q,Other carriers,1.0,13.0,1.0,1411.0
3,dep,HPN,DL,Other carriers,3.0,216.0,54.0,35.0
3,dep,HPN,MQ,Other carriers,2.0,152.0,131.0,35.0
3,dep,HPN,SY,Other carriers,1.0,186.0,0.0,35.0
3,dep,HRL,GCA,Other carriers,1.0,150.0,25.0,1675.0
3,dep,IAD,DL,Other carriers,5.0,360.0,164.0,212.0
3,dep,IAD,FX,Other carriers,43.0,0.0,0.0,212.0
3,dep,IAD,G7,Other carriers,29.0,1450.0,1224.0,212.0
3,dep,IAD,SY,Other carriers,1.0,186.0,0.0,212.0
3,dep,IAD,UA,United,100.0,17238.0,12111.0,212.0
3,dep,IAD,YX,Other carriers,27.0,1968.0,1575.0,212.0
3,dep,IAH,AM,Other carriers,1.0,166.0,82.0,1400.0
3,dep,IAH,NK,Other carriers,31.0,6871.0,6135.0,1400.0
3,dep,IAH,UA,United,277.0,50212.0,43304.0,1400.0
3,dep,ILM,G7,Other carriers,57.0,2850.0,2298.0,488.0
3,dep,ILM,YX,Other carriers,5.0,374.0,188.0,488.0
3,dep,IND,FX,Other carriers,48.0,0.0,0.0,645.0
3,dep,IND,G7,Other carriers,5.0,250.0,207.0,645.0
3,dep,IND,GCA,Other carriers,2.0,218.0,159.0,645.0
3,dep,IND,MX,Other carriers,2.0,216.0,126.0,645.0
3,dep,IND,NK,Other carriers,31.0,5668.0,4688.0,645.0
3,dep,IND,YX,Other carriers,140.0,10556.0,8608.0,645.0
3,dep,ITH,G7,Other carriers,48.0,2400.0,1838.0,172.0
3,dep,ITH,YX,Other carriers,4.0,298.0,183.0,172.0
3,dep,JAC,UA,United,34.0,4284.0,3143.0,1874.0
3,dep,JAX,UA,United,99.0,13392.0,11826.0,820.0
3,dep,JAX,YX,Other carriers,24.0,1824.0,1755.0,820.0
3,dep,JFK,B6,Other carriers,1.0,140.0,130.0,21.0
3,dep,LAF,MX,Other carriers,1.0,108.0,36.0,672.0
3,dep,LAS,NK,Other carriers,58.0,10208.0,9209.0,2227.0
3,dep,LAS,UA,United,222.0,39091.0,30778.0,2227.0
3,dep,LAX,AS,Other carriers,69.0,12244.0,9518.0,2454.0
3,dep,LAX,FX,Other carriers,13.0,0.0,0.0,2454.0
3,dep,LAX,NK,Other carriers,30.0,5280.0,4862.0,2454.0
3,dep,LAX,UA,United,275.0,62533.0,51531.0,2454.0
3,dep,LEX,GCA,Other carriers,1.0,68.0,0.0,588.0
3,dep,LIT,AA,Other carriers,1.0,172.0,132.0,1069.0
3,dep,MCI,UA,United,1.0,126.0,95.0,1092.0
3,dep,MCO,B6,Other carriers,124.0,21470.0,17694.0,937.0
3,dep,MCO,M6,Other carriers,21.0,0.0,0.0,937.0
3,dep,MCO,NK,Other carriers,127.0,22776.0,19556.0,937.0
3,dep,MCO,SY,Other carriers,2.0,372.0,81.0,937.0
3,dep,MCO,UA,United,367.0,64029.0,51346.0,937.0
3,dep,MDW,7H,Other carriers,1.0,78.0,50.0,711.0
3,dep,MDW,GCA,Other carriers,1.0,68.0,68.0,711.0
3,dep,MEM,DL,Other carriers,1.0,72.0,0.0,946.0
3,dep,MEM,FX,Other carriers,102.0,0.0,0.0,946.0
3,dep,MEM,GCA,Other carriers,1.0,220.0,0.0,946.0
3,dep,MHT,G7,Other carriers,53.0,2650.0,1899.0,209.0
3,dep,MIA,AA,Other carriers,122.0,21012.0,17389.0,1085.0
3,dep,MIA,DL,Other carriers,3.0,216.0,54.0,1085.0
3,dep,MIA,NK,Other carriers,52.0,9152.0,7544.0,1085.0
3,dep,MIA,UA,United,243.0,42073.0,34439.0,1085.0
3,dep,MKE,DL,Other carriers,2.0,144.0,61.0,725.0
3,dep,MKE,GCA,Other carriers,1.0,68.0,68.0,725.0
3,dep,MKE,UA,United,1.0,179.0,113.0,725.0
3,dep,MKE,YX,Other carriers,55.0,4150.0,3565.0,725.0
3,dep,MKE,ZW,Other carriers,1.0,50.0,0.0,725.0
3,dep,MSN,YX,Other carriers,29.0,2204.0,1930.0,799.0
3,dep,MSP,DL,Other carriers,91.0,10851.0,9259.0,1008.0
3,dep,MSP,SY,Other carriers,3.0,558.0,274.0,1008.0
3,dep,MSP,YX,Other carriers,85.0,6454.0,5534.0,1008.0
3,dep,MSY,NK,Other carriers,15.0,3054.0,2380.0,1167.0
3,dep,MSY,UA,United,111.0,17098.0,13398.0,1167.0
3,dep,MSY,YX,Other carriers,7.0,532.0,403.0,1167.0
3,dep,MTJ,UA,United,29.0,3654.0,2436.0,1795.0
3,dep,MYR,NK,Other carriers,41.0,7828.0,5328.0,550.0
3,dep,MYR,YX,Other carriers,31.0,2242.0,2018.0,550.0
3,dep,OAK,FX,Other carriers,17.0,0.0,0.0,2555.0
3,dep,OMA,XP,Other carriers,1.0,189.0,115.0,1134.0
3,dep,ONT,FX,Other carriers,12.0,0.0,0.0,2409.0
3,dep,ORD,AA,Other carriers,31.0,5332.0,3591.0,719.0
3,dep,ORD,MQ,Other carriers,114.0,7795.0,6916.0,719.0
3,dep,ORD,NK,Other carriers,31.0,5562.0,4585.0,719.0
3,dep,ORD,UA,United,353.0,60897.0,52944.0,719.0
3,dep,ORD,YX,Other carriers,2.0,152.0,130.0,719.0
3,dep,ORF,G7,Other carriers,15.0,750.0,656.0,284.0
3,dep,ORF,UA,United,29.0,3946.0,2056.0,284.0
3,dep,ORF,YX,Other carriers,45.0,3420.0,2971.0,284.0
3,dep,PBI,B6,Other carriers,91.0,14406.0,11491.0,1023.0
3,dep,PBI,UA,United,305.0,52904.0,41656.0,1023.0
3,dep,PDX,AS,Other carriers,25.0,4450.0,3533.0,2434.0
3,dep,PDX,UA,United,31.0,5283.0,4106.0,2434.0
3,dep,PHL,5X,Other carriers,7.0,0.0,0.0,80.0
3,dep,PHL,AA,Other carriers,1.0,196.0,190.0,80.0
3,dep,PHL,DL,Other carriers,5.0,360.0,0.0,80.0
3,dep,PHX,AA,Other carriers,92.0,17221.0,14884.0,2133.0
3,dep,PHX,UA,United,124.0,21738.0,17559.0,2133.0
3,dep,PIT,G7,Other carriers,33.0,1650.0,1440.0,319.0
3,dep,PIT,NK,Other carriers,43.0,9623.0,4947.0,319.0
3,dep,PIT,YX,Other carriers,148.0,10942.0,9533.0,319.0
3,dep,PSP,AS,Other carriers,1.0,178.0,150.0,2358.0
3,dep,PVD,G7,Other carriers,51.0,2550.0,2099.0,160.0
3,dep,PVU,XP,Other carriers,1.0,189.0,0.0,1964.0
3,dep,PWM,G7,Other carriers,23.0,1150.0,1100.0,284.0
3,dep,PWM,UA,United,31.0,5483.0,3914.0,284.0
3,dep,PWM,YX,Other carriers,33.0,2376.0,2252.0,284.0
3,dep,PYM,TJ,Other carriers,1.0,8.0,1.0,198.0
3,dep,RDU,9E,Other carriers,84.0,6378.0,5744.0,416.0
3,dep,RDU,AC,Other carriers,1.0,70.0,52.0,416.0
3,dep,RDU,GCA,Other carriers,2.0,136.0,127.0,416.0
3,dep,RDU,UA,United,108.0,15531.0,13097.0,416.0
3,dep,RDU,YX,Other carriers,40.0,2962.0,2883.0,416.0
3,dep,RFD,5X,Other carriers,53.0,0.0,0.0,781.0
3,dep,RIC,G7,Other carriers,142.0,7100.0,5693.0,277.0
3,dep,RIC,UA,United,1.0,126.0,95.0,277.0
3,dep,ROC,G7,Other carriers,25.0,1250.0,1003.0,246.0
3,dep,ROC,UA,United,30.0,5199.0,3154.0,246.0
3,dep,ROC,YX,Other carriers,32.0,2432.0,1973.0,246.0
3,dep,RSW,B6,Other carriers,32.0,4546.0,3655.0,1068.0
3,dep,RSW,UA,United,178.0,31199.0,24716.0,1068.0
3,dep,SAN,AS,Other carriers,30.0,5321.0,3968.0,2425.0
3,dep,SAN,UA,United,93.0,16024.0,12706.0,2425.0
3,dep,SAT,UA,United,55.0,7407.0,6171.0,1569.0
3,dep,SAV,G4,Other carriers,8.0,1248.0,1000.0,708.0
3,dep,SAV,G7,Other carriers,1.0,50.0,48.0,708.0
3,dep,SAV,UA,United,33.0,5536.0,3380.0,708.0
3,dep,SAV,YX,Other carriers,59.0,4352.0,4045.0,708.0
3,dep,SBN,SY,Other carriers,1.0,186.0,79.0,637.0
3,dep,SDF,5X,Other carriers,118.0,0.0,0.0,642.0
3,dep,SDF,YX,Other carriers,86.0,6494.0,5060.0,642.0
3,dep,SEA,AS,Other carriers,67.0,11907.0,10083.0,2402.0
3,dep,SEA,FX,Other carriers,5.0,0.0,0.0,2402.0
3,dep,SEA,UA,United,61.0,9951.0,8543.0,2402.0
3,dep,SFO,5Y,Other carriers,1.0,8.0,0.0,2565.0
3,dep,SFO,AS,Other carriers,51.0,9040.0,7324.0,2565.0
3,dep,SFO,DL,Other carriers,1.0,72.0,63.0,2565.0
3,dep,SFO,UA,United,306.0,70650.0,58758.0,2565.0
3,dep,SJU,B6,Other carriers,57.0,9188.0,7621.0,1608.0
3,dep,SJU,F9,Other carriers,62.0,13730.0,11770.0,1608.0
3,dep,SJU,UA,United,93.0,18285.0,15836.0,1608.0
3,dep,SLC,DL,Other carriers,62.0,10535.0,9059.0,1969.0
3,dep,SLC,UA,United,106.0,16941.0,12307.0,1969.0
3,dep,SMF,UA,United,1.0,179.0,120.0,2500.0
3,dep,SNA,UA,United,92.0,12992.0,10332.0,2434.0
3,dep,SRQ,UA,United,93.0,13307.0,10470.0,1034.0
3,dep,STL,UA,United,2.0,252.0,240.0,872.0
3,dep,STL,YX,Other carriers,82.0,6208.0,5539.0,872.0
3,dep,STT,UA,United,31.0,5146.0,3678.0,1634.0
3,dep,SYR,G7,Other carriers,31.0,1550.0,1211.0,195.0
3,dep,SYR,YX,Other carriers,28.0,2122.0,1443.0,195.0
3,dep,TCL,XP,Other carriers,1.0,189.0,119.0,903.0
3,dep,TEB,27Q,Other carriers,1.0,13.0,0.0,12.0
3,dep,TPA,AA,Other carriers,1.0,172.0,170.0,997.0
3,dep,TPA,B6,Other carriers,30.0,4860.0,3741.0,997.0
3,dep,TPA,UA,United,243.0,42199.0,34002.0,997.0
3,dep,TUS,GCA,Other carriers,1.0,180.0,132.0,2116.0
3,dep,TYS,G4,Other carriers,13.0,2340.0,1823.0,631.0
3,dep,VPS,G4,Other carriers,9.0,1404.0,1212.0,988.0
4,arr,ABE,9E,Other carriers,1.0,76.0,70.0,67.0
4,arr,ABE,G7,Other carriers,1.0,50.0,23.0,67.0
4,arr,ABE,UA,United,5.0,783.0,653.0,67.0
4,arr,ACY,NK,Other carriers,1.0,176.0,16.0,88.0
4,arr,AEX,GCA,Other carriers,5.0,782.0,222.0,1212.0
4,arr,ALB,UA,United,2.0,407.0,319.0,143.0
4,arr,ALB,YX,Other carriers,1.0,76.0,0.0,143.0
4,arr,ANC,FX,Other carriers,20.0,0.0,0.0,3370.0
4,arr,ANC,UA,United,1.0,318.0,195.0,3370.0
4,arr,ATL,DL,Other carriers,245.0,41597.0,36975.0,746.0
4,arr,ATL,F9,Other carriers,27.0,5586.0,4786.0,746.0
4,arr,ATL,NK,Other carriers,56.0,9856.0,8929.0,746.0
4,arr,ATL,UA,United,134.0,20608.0,17053.0,746.0
4,arr,ATL,YX,Other carriers,8.0,602.0,572.0,746.0
4,arr,AUS,NK,Other carriers,21.0,4110.0,3832.0,1504.0
4,arr,AUS,UA,United,113.0,17911.0,16251.0,1504.0
4,arr,AVL,G4,Other carriers,12.0,1872.0,1511.0,583.0
4,arr,AVL,G7,Other carriers,29.0,1450.0,1203.0,583.0
4,arr,AVL,YX,Other carriers,1.0,76.0,75.0,583.0
4,arr,BDL,5X,Other carriers,1.0,0.0,0.0,116.0
4,arr,BDL,UA,United,2.0,343.0,288.0,116.0
4,arr,BGR,YX,Other carriers,29.0,2192.0,1739.0,393.0
4,arr,BKL,DL,Other carriers,1.0,199.0,65.0,396.0
4,arr,BNA,NK,Other carriers,29.0,5992.0,4068.0,748.0
4,arr,BNA,UA,United,108.0,16653.0,14505.0,748.0
4,arr,BNA,YX,Other carriers,8.0,566.0,430.0,748.0
4,arr,BOS,5X,Other carriers,3.0,0.0,0.0,200.0
4,arr,BOS,B6,Other carriers,1.0,150.0,142.0,200.0
4,arr,BOS,DL,Other carriers,2.0,144.0,65.0,200.0
4,arr,BOS,FX,Other carriers,24.0,0.0,0.0,200.0
4,arr,BOS,UA,United,205.0,33481.0,23807.0,200.0
4,arr,BOS,YX,Other carriers,97.0,7256.0,5436.0,200.0
4,arr,BQN,UA,United,30.0,5370.0,4949.0,1585.0
4,arr,BTV,UA,United,29.0,4771.0,2314.0,266.0
4,arr,BTV,YX,Other carriers,29.0,2198.0,1394.0,266.0
4,arr,BUF,AA,Other carriers,1.0,196.0,187.0,282.0
4,arr,BUF,DL,Other carriers,1.0,72.0,48.0,282.0
4,arr,BUF,G7,Other carriers,44.0,2200.0,1902.0,282.0
4,arr,BUF,UA,United,29.0,4467.0,2339.0,282.0
4,arr,BUF,YX,Other carriers,1.0,70.0,66.0,282.0
4,arr,BWI,AS,Other carriers,1.0,178.0,122.0,169.0
4,arr,BWI,DL,Other carriers,1.0,72.0,0.0,169.0
4,arr,BWI,FX,Other carriers,18.0,0.0,0.0,169.0
4,arr,BWI,UA,United,3.0,511.0,400.0,169.0
4,arr,CHS,NK,Other carriers,50.0,8800.0,6919.0,628.0
4,arr,CHS,UA,United,85.0,13397.0,10119.0,628.0
4,arr,CLE,AS,Other carriers,1.0,178.0,144.0,404.0
4,arr,CLE,G7,Other carriers,4.0,200.0,170.0,404.0
4,arr,CLE,UA,United,61.0,9227.0,7093.0,404.0
4,arr,CLE,YX,Other carriers,51.0,3666.0,3309.0,404.0
4,arr,CLT,AA,Other carriers,146.0,25078.0,21363.0,529.0
4,arr,CLT,NK,Other carriers,30.0,5280.0,4360.0,529.0
4,arr,CLT,UA,United,89.0,12988.0,9879.0,529.0
4,arr,CLT,YX,Other carriers,12.0,852.0,826.0,529.0
4,arr,CMH,G7,Other carriers,23.0,1150.0,1030.0,463.0
4,arr,CMH,YX,Other carriers,86.0,6494.0,5712.0,463.0
4,arr,CRW,MX,Other carriers,8.0,1096.0,619.0,427.0
4,arr,CVG,9E,Other carriers,53.0,4027.0,3171.0,569.0
4,arr,CVG,ABX,Other carriers,2.0,0.0,0.0,569.0
4,arr,CVG,G4,Other carriers,8.0,1341.0,1130.0,569.0
4,arr,CVG,G7,Other carriers,38.0,1900.0,1699.0,569.0
4,arr,CVG,YX,Other carriers,29.0,2126.0,1823.0,569.0
4,arr,DAL,DL,Other carriers,1.0,72.0,61.0,1365.0
4,arr,DCA,G7,Other carriers,168.0,8400.0,6773.0,199.0
4,arr,DCA,YX,Other carriers,32.0,2408.0,1892.0,199.0
4,arr,DEN,DL,Other carriers,1.0,72.0,55.0,1605.0
4,arr,DEN,UA,United,241.0,42944.0,37891.0,1605.0
4,arr,DFW,5X,Other carriers,13.0,0.0,0.0,1372.0
4,arr,DFW,AA,Other carriers,111.0,19782.0,17196.0,1372.0
4,arr,DFW,NK,Other carriers,27.0,5745.0,5210.0,1372.0
4,arr,DFW,UA,United,112.0,18320.0,15088.0,1372.0
4,arr,DTW,AS,Other carriers,1.0,178.0,158.0,488.0
4,arr,DTW,DL,Other carriers,114.0,12793.0,11550.0,488.0
4,arr,DTW,NK,Other carriers,23.0,4048.0,3428.0,488.0
4,arr,DTW,OO,Other carriers,4.0,292.0,270.0,488.0
4,arr,DTW,YX,Other carriers,63.0,4716.0,4382.0,488.0
4,arr,EYW,UA,United,29.0,3654.0,3378.0,1196.0
4,arr,FLL,B6,Other carriers,82.0,13360.0,11402.0,1065.0
4,arr,FLL,NK,Other carriers,100.0,18290.0,16198.0,1065.0
4,arr,FLL,UA,United,246.0,43305.0,35267.0,1065.0
4,arr,GRR,UA,United,1.0,126.0,73.0,605.0
4,arr,GRR,YX,Other carriers,39.0,2790.0,2326.0,605.0
4,arr,GSO,FX,Other carriers,18.0,0.0,0.0,445.0
4,arr,GSO,G7,Other carriers,55.0,2750.0,2317.0,445.0
4,arr,GSO,YX,Other carriers,2.0,146.0,127.0,445.0
4,arr,GSP,UA,United,1.0,126.0,78.0,594.0
4,arr,GSP,YX,Other carriers,58.0,4270.0,3593.0,594.0
4,arr,HHH,YX,Other carriers,28.0,2122.0,1281.0,687.0
4,arr,HNL,UA,United,17.0,3799.0,2739.0,4962.0
4,arr,HPN,B6,Other carriers,1.0,162.0,44.0,35.0
4,arr,HPN,SY,Other carriers,2.0,372.0,0.0,35.0
4,arr,IAD,FX,Other carriers,18.0,0.0,0.0,212.0
4,arr,IAD,G7,Other carriers,10.0,500.0,460.0,212.0
4,arr,IAD,SY,Other carriers,1.0,186.0,43.0,212.0
4,arr,IAD,UA,United,148.0,25795.0,20208.0,212.0
4,arr,IAD,YX,Other carriers,18.0,1344.0,1150.0,212.0
4,arr,IAH,5X,Other carriers,1.0,0.0,0.0,1400.0
4,arr,IAH,AC,Other carriers,1.0,70.0,58.0,1400.0
4,arr,IAH,NK,Other carriers,29.0,6487.0,5901.0,1400.0
4,arr,IAH,UA,United,237.0,42304.0,37135.0,1400.0
4,arr,ILM,YX,Other carriers,37.0,2782.0,1887.0,488.0
4,arr,IND,DL,Other carriers,2.0,144.0,64.0,645.0
4,arr,IND,FX,Other carriers,50.0,0.0,0.0,645.0
4,arr,IND,NK,Other carriers,29.0,5104.0,4177.0,645.0
4,arr,IND,UA,United,1.0,179.0,158.0,645.0
4,arr,IND,YX,Other carriers,112.0,8368.0,7155.0,645.0
4,arr,JAX,UA,United,98.0,13359.0,11560.0,820.0
4,arr,JAX,YX,Other carriers,18.0,1362.0,1285.0,820.0
4,arr,JFK,B6,Other carriers,2.0,324.0,200.0,21.0
4,arr,JFK,DL,Other carriers,4.0,445.0,145.0,21.0
4,arr,LAS,NK,Other carriers,37.0,6512.0,5728.0,2227.0
4,arr,LAS,UA,United,207.0,36124.0,30580.0,2227.0
4,arr,LAX,AS,Other carriers,77.0,13535.0,11456.0,2454.0
4,arr,LAX,B6,Other carriers,3.0,477.0,412.0,2454.0
4,arr,LAX,FX,Other carriers,26.0,0.0,0.0,2454.0
4,arr,LAX,NK,Other carriers,30.0,5280.0,5066.0,2454.0
4,arr,LAX,UA,United,289.0,67541.0,58551.0,2454.0
4,arr,MCO,B6,Other carriers,116.0,18856.0,15336.0,937.0
4,arr,MCO,DL,Other carriers,1.0,72.0,60.0,937.0
4,arr,MCO,NK,Other carriers,99.0,17424.0,15106.0,937.0
4,arr,MCO,SY,Other carriers,1.0,186.0,44.0,937.0
