side,stress_ops_per_day,interim_ops_per_day,ops_reduction_per_day,cancelled_ops_reduction_per_day,delay15_ops_reduction_per_day,nas_minutes_reduction_per_day,cancel_rate_change,delay15_rate_change,nas_delay_per_op_change,cancelled_ops_reduction_per_ops_day_reduced,delay15_ops_reduction_per_ops_day_reduced,nas_minutes_reduction_per_ops_day_reduced
arr,304.45714285714286,276.25925925925924,28.197883597883617,14.626455026455027,64.7957671957672,9463.337566137567,-0.04761892540079964,-0.21247991465813243,-30.111379583263385,0.5187075468157762,2.297894697339286,335.6045333433405
dep,304.65714285714284,276.18518518518516,28.471957671957682,15.203174603174602,42.37671957671957,1238.104761904762,-0.04952659211886371,-0.1387939586476291,-3.5591770132629863,0.5339701181892512,1.4883669070095882,43.48505909462572
